Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
0.0,0.2663193668,0.18726593754,0.36684291066,0.14274287118,0.27042436669,0.3770210336,0.10475,0.225,0.04426666709,0.099666667,0.01885275401,0.3237226995,0.6290420655,0.1249999903
1.0,0.3368855923,0.15510110948,0.7319756663,0.2717924363,0.36439615377,0.471263096,0.158875,0.106,0.05920267921,0.0623559521,0.03108257924,0.4178296262,0.7221928596,0.2203333198
2.0,0.378381453,0.14027736995,0.8683728699,0.325964045,0.3865671132,0.5362005939,0.157875,0.061,0.06361443537,0.0382214278,0.03002835708,0.4613838556,0.7620678584,0.3103333168
3.0,0.4038022782,0.13871826562,0.9301135064,0.3545450122,0.39921240352,0.5858144834,0.153625,0.028,0.06817752999,0.0353738093,0.03421883832,0.4925134485,0.7828511918,0.3887777608
4.0,0.3935716437,0.14340371892,0.9429767873,0.3628301851,0.416259413,0.615837701,0.148375,0.02,0.07789330233,0.0187238093,0.04412776857,0.516048559,0.8012309518,0.4304444314
5.0,0.3826682706,0.14676969677,0.953187905,0.3691298923,0.4151440556,0.6587507038,0.12475,0.008,0.08272976156,0.0211333333,0.04167829401,0.5369473768,0.7876125002,0.5298888837
6.0,0.3953054693,0.14975746731,0.9628642576,0.3752886299,0.4231765494,0.6847847365,0.13625,0.004,0.08017738122,0.0263000001,0.04681063645,0.5539806359,0.7857916674,0.5837777815
7.0,0.4130195649,0.15063011846,0.9705087102,0.3795634964,0.4218328647,0.7159201579,0.135125,0.005,0.08018660655,0.0162666668,0.05938440787,0.5688765038,0.7883958334,0.643444456
8.0,0.4283745503,0.15155146551,0.9824900779,0.3836530868,0.4244659608,0.7425208512,0.128875,0.002,0.08376696353,0.0060666668,0.06249051887,0.5834934041,0.7923749996,0.6926666817
9.0,0.4376033487,0.15211526139,0.9873387691,0.3868905491,0.4216937652,0.7696493278,0.119375,0.003,0.08683467201,0.0095333336,0.06443112587,0.5956715426,0.7895208326,0.7497777984
10.0,0.4475697186,0.15136529086,0.9911477035,0.3892457112,0.4292465401,0.7814062651,0.118625,0.004,0.09037261951,0.0156666674,0.07415534053,0.6053263961,0.786145833,0.7766666864
11.0,0.4485925421,0.1517479759,0.996430351,0.3913953332,0.4333396924,0.7939132025,0.118625,0.0,0.08901339439,0.0100000003,0.06806943611,0.6136264397,0.797604166,0.7902222382
12.0,0.4549179465,0.15350229648,0.9979700996,0.392969644,0.4386390032,0.8065729175,0.1215,0.0,0.0847635431,0.0038,0.06332361785,0.6226059582,0.8058124994,0.8073333454
13.0,0.4498669232,0.1590373081,0.9968953341,0.3945915959,0.4348862967,0.8234861051,0.119625,0.0,0.08518035867,0.0025333333,0.06502800112,0.6291862012,0.8084166666,0.8385555673
14.0,0.439716456,0.16299888836,0.9975486062,0.3963226453,0.430891376,0.8387152686,0.111125,0.0,0.08379970417,0.0034666666,0.06242456639,0.6348033254,0.8045416664,0.8728889016
15.0,0.4385454016,0.16357637246,0.9986872203,0.3977353395,0.4374288889,0.8421909662,0.11,0.0,0.08594553815,0.0021333334,0.06473613852,0.6398099344,0.8086041664,0.8757777902
16.0,0.431953364,0.16902556532,0.9969634892,0.3990326923,0.4428905729,0.8457881857,0.112,0.0,0.0820389907,0.0023333334,0.06784390417,0.6443393907,0.8116875,0.8798889009
17.0,0.4311219275,0.17394733002,0.9971745453,0.401005291,0.4448493698,0.8520555444,0.116,0.0,0.08369955627,0.0036666668,0.06962016262,0.6484524721,0.81,0.8941111217
18.0,0.4281474394,0.1788457483,0.9965196075,0.4026175597,0.446333845,0.8563055422,0.121,0.0,0.0819348241,0.0045000001,0.06857907004,0.6513197109,0.8068333334,0.9057777872
19.0,0.4260459113,0.18151549954,0.9968446893,0.4038731862,0.4482764933,0.8599826247,0.121625,0.0,0.07901190742,0.0048333334,0.06823164174,0.6541295792,0.8065208334,0.9134444531
