Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
0.0,0.278725454,0.1829454126,0.3812809148,0.1270936398,0.2512121214,0.388243059,0.09125,0.16,0.0367976206,0.106309526,0.0148943679,0.319727592,0.622041669,0.154444433
1.0,0.310311784,0.191401913,0.719947055,0.239982351,0.3118181766,0.501343258,0.09375,0.01,0.0531130982,0.058523808,0.0106325836,0.406580726,0.743797621,0.258888875
2.0,0.414520627,0.156273655,0.859806686,0.286602236,0.321818166,0.58388889,0.0875,0.0,0.0595000003,0.015238094,0.0062466831,0.452853541,0.77,0.397777763
3.0,0.468049058,0.153829645,0.923831122,0.307943716,0.331818158,0.640659722,0.05625,0.0,0.0312738087,0.0,0.0052380955,0.486238974,0.806875,0.474444431
4.0,0.469422809,0.1442584295,0.949033891,0.316344631,0.334242394,0.677187499,0.06125,0.0,0.016321427,0.002,0.004761905,0.505714994,0.851041666,0.503333321
5.0,0.447917941,0.1321660687,0.971411774,0.32380392,0.334242397,0.70381947,0.0675,0.0,0.0208630936,0.002,0.0033333335,0.519030976,0.825416666,0.582222245
6.0,0.504787138,0.1166939276,1.0,0.3333333,0.33212118,0.735000029,0.045,0.0,0.0158452379,0.0,0.0022414796,0.533560646,0.86,0.610000039
7.0,0.504125464,0.1131880526,1.0,0.3333333,0.333636332,0.75645837,0.0425,0.0,0.016005952,0.0,0.0012890986,0.54504739,0.85625,0.656666701
8.0,0.509743882,0.1109227722,1.0,0.3333333,0.334242393,0.787847271,0.02875,0.0,0.0196845229,0.0,0.0003367176,0.561044871,0.87125,0.704444474
9.0,0.512188376,0.1091794766,1.0,0.3333333,0.335454517,0.800798647,0.02875,0.0,0.0190119043,0.0,0.0012058323,0.568126615,0.869375,0.732222249
10.0,0.517148486,0.1013320492,1.0,0.3333333,0.335151493,0.826875009,0.03375,0.0,0.0214285708,0.0,0.0015425499,0.581013272,0.86375,0.790000021
11.0,0.523369016,0.099630112,1.0,0.3333333,0.333636337,0.849861102,0.0225,0.0,0.0211726187,0.0,0.0008691147,0.591748738,0.8675,0.832222239
12.0,0.518877036,0.099113178,1.0,0.3333333,0.33242422,0.875972195,0.03,0.0,0.0153928558,0.0,0.0003367176,0.60419824,0.8675,0.884444456
13.0,0.524581138,0.0947816288,1.0,0.3333333,0.333333302,0.890833296,0.0325,0.0,0.020398807,0.0,0.0,0.612083346,0.875,0.906666676
14.0,0.52099825,0.0954010576,1.0,0.3333333,0.333636334,0.894166632,0.0275,0.0,0.021648807,0.0,0.0,0.613901528,0.875,0.913333342
15.0,0.523779002,0.0900356404,1.0,0.3333333,0.334242397,0.900833304,0.02,0.0,0.0211071405,0.0,0.0,0.617537893,0.875,0.926666674
16.0,0.525846738,0.0905525744,1.0,0.3333333,0.335757553,0.905277752,0.02,0.0,0.0210416649,0.0,0.0,0.620517691,0.875,0.935555562
17.0,0.527914474,0.0910695084,1.0,0.3333333,0.338181803,0.911944424,0.015,0.0,0.0302499983,0.0,0.0,0.625063145,0.875,0.948888894
18.0,0.524634616,0.0917646952,1.0,0.3333333,0.343636362,0.915833316,0.0175,0.0,0.0365535696,0.0,0.0,0.62973486,0.875,0.956666671
19.0,0.514438534,0.0967914312,1.0,0.3333333,0.346666664,0.918611096,0.015,0.0,0.038761903,0.0,0.0,0.632638908,0.875,0.962222226
20.0,0.514581132,0.1044028372,1.0,0.3333333,0.344545447,0.925833324,0.0075,0.0,0.0329999984,0.0,0.0,0.635189417,0.875,0.976666669
21.0,0.511301274,0.105098024,1.0,0.3333333,0.343333323,0.931388884,0.0025,0.0,0.0285833315,0.0,0.0,0.637361137,0.875,0.987777779
22.0,0.510089152,0.1063101448,1.0,0.3333333,0.340909075,0.936388888,0.0,0.0,0.0296666645,0.0,0.0,0.638649019,0.875,0.997777778
23.0,0.505597172,0.1082174524,1.0,0.3333333,0.341212106,0.9375,0.0,0.0,0.0309583312,0.0,0.0,0.63935609,0.875,1.0
24.0,0.50438505,0.1094295732,1.0,0.3333333,0.341515137,0.9375,0.0,0.0,0.0322499979,0.0,0.0,0.639507605,0.875,1.0
25.0,0.509233538,0.10458109,1.0,0.3333333,0.34242423,0.9375,0.0,0.0,0.0318333313,0.0,0.0,0.63996215,0.875,1.0
26.0,0.5073084,0.111675562,1.0,0.3333333,0.343636354,0.9375,0.0,0.0,0.0275833319,0.0,0.0,0.64056821,0.875,1.0
27.0,0.513511608,0.113226364,1.0,0.3333333,0.344545447,0.9375,0.0,0.0,0.0272916651,0.0,0.0,0.641022755,0.875,1.0
28.0,0.514367222,0.1149554188,1.0,0.3333333,0.346363633,0.9375,0.0,0.0,0.0283333327,0.0,0.0,0.641931845,0.875,1.0
29.0,0.511443872,0.11270943,1.0,0.3333333,0.347878788,0.9375,0.0,0.0,0.0282083327,0.0,0.0,0.64268942,0.875,1.0
30.0,0.514367222,0.1149554188,1.0,0.3333333,0.350606067,0.9375,0.0,0.0,0.0293749993,0.0,0.0,0.644053055,0.875,1.0
31.0,0.51921571,0.1101069356,1.0,0.3333333,0.352727284,0.9375,0.0,0.0,0.030916666,0.0,0.0,0.64511366,0.875,1.0
32.0,0.518716604,0.1054367052,1.0,0.3333333,0.354242439,0.9375,0.0,0.0,0.0307499992,0.0,0.0,0.645871235,0.875,1.0
33.0,0.518716604,0.1054367052,1.0,0.3333333,0.35757578,0.9375,0.0,0.0,0.033791666,0.0,0.0,0.6475379,0.875,1.0
34.0,0.506452786,0.1099465072,1.0,0.3333333,0.358484873,0.9375,0.0,0.0,0.0341249993,0.0,0.0,0.647992445,0.875,1.0
35.0,0.51180038,0.1097682544,1.0,0.3333333,0.360303059,0.9375,0.0,0.0,0.036416666,0.0,0.0,0.648901535,0.875,1.0
36.0,0.510089152,0.1063101448,1.0,0.3333333,0.362424276,0.9375,0.0,0.0,0.0362083325,0.0,0.0,0.64996214,0.875,1.0
37.0,0.515436746,0.106131892,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
38.0,0.519572218,0.10716576,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
39.0,0.519928726,0.1042245844,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
40.0,0.519928726,0.1042245844,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
41.0,0.517005376,0.1019785956,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
42.0,0.51650627,0.0973083652,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
43.0,0.512513396,0.1038859032,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
44.0,0.508021416,0.1057932108,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
45.0,0.501604298,0.1147949904,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
46.0,0.500748684,0.1130659356,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
47.0,0.496613212,0.1120320676,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
48.0,0.493333354,0.1127272544,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
49.0,0.493333354,0.1127272544,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
50.0,0.489696988,0.1163636168,1.0,0.3333333,0.3636364,0.9375,0.0,0.0,0.0372499992,0.0,0.0,0.6505682,0.875,1.0
