Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
0.0,0.255432457,0.1890394386,0.3276162121,0.1092054079,0.1993617038,0.373510913,0.07125,0.15,0.0352708336,0.077857142,0.0116125467,0.286436305,0.642577384,0.104444436
1.0,0.345149473,0.1180242877,0.80518099,0.268393673,0.2610638179,0.441053571,0.09375,0.08,0.0500297615,0.02,0.0228792788,0.3510587,0.718773811,0.163333322
2.0,0.44117683,0.0570438408,0.919884619,0.306628227,0.2814893309,0.510041667,0.0975,0.05,0.0519821466,0.019,0.0157041448,0.395765495,0.730083335,0.289999983
3.0,0.41215279,0.0830578078,0.966880697,0.322293588,0.2793616656,0.58631945,0.08,0.01,0.0646994071,0.02,0.0040476188,0.432840557,0.767083337,0.40555555
4.0,0.394410818,0.0763448295,0.975942895,0.325314303,0.28468082,0.638506972,0.07875,0.0,0.0833511924,0.006,0.0066666659,0.461593874,0.778125,0.498888902
5.0,0.421555265,0.0712428869,0.998814108,0.332938003,0.273191448,0.672222264,0.06625,0.0,0.0773869058,0.018,0.0045238091,0.472706823,0.709999998,0.634444469
6.0,0.430226899,0.0677736089,1.0,0.3333333,0.273404216,0.691805584,0.08375,0.0,0.0750119061,0.028,0.0097619038,0.482604879,0.675833324,0.707777807
7.0,0.425947706,0.0725678656,1.0,0.3333333,0.277446775,0.711111144,0.0775,0.0,0.0722172627,0.01,0.0108012042,0.494278935,0.68333333,0.738888915
8.0,0.422607212,0.0707708614,1.0,0.3333333,0.27638294,0.732916679,0.06,0.0,0.0750089281,0.012,0.0093333474,0.504649807,0.682499996,0.783333355
9.0,0.425901536,0.0763787642,1.0,0.3333333,0.286595713,0.746805553,0.0875,0.0,0.0715178546,0.02,0.0200135655,0.516700642,0.67916666,0.814444463
10.0,0.434631164,0.06940269,1.0,0.3333333,0.291489326,0.75819444,0.06375,0.0,0.0616517852,0.008,0.0145782259,0.524841896,0.684166664,0.832222239
11.0,0.405485574,0.0794362868,1.0,0.3333333,0.289787195,0.775833317,0.0625,0.0,0.0556607148,0.014,0.0147728623,0.532810281,0.681666662,0.870000013
12.0,0.39179449,0.0832827808,1.0,0.3333333,0.294468048,0.791111085,0.05,0.0,0.0542678574,0.002,0.0123055133,0.542789605,0.686666666,0.895555566
13.0,0.39164917,0.0849773412,1.0,0.3333333,0.297446768,0.798333297,0.05125,0.0,0.063678573,0.002,0.0159914426,0.54789008,0.686666666,0.910000009
14.0,0.39572456,0.0839361798,1.0,0.3333333,0.300425492,0.803194412,0.0525,0.0,0.047250001,0.008,0.0124449863,0.551809997,0.684166664,0.92222223
15.0,0.40372327,0.0806337942,1.0,0.3333333,0.302553152,0.808749972,0.0325,0.0,0.041982144,0.008,0.0105110774,0.555651605,0.684166664,0.93333334
16.0,0.403330796,0.0798366282,1.0,0.3333333,0.312127622,0.80763886,0.03,0.0,0.0253392863,0.0,0.0048217637,0.559883282,0.6875,0.927777785
17.0,0.393079438,0.0881471914,1.0,0.3333333,0.311063792,0.814861088,0.0275,0.0,0.019803572,0.0,0.0040088557,0.562962472,0.6875,0.942222228
18.0,0.379158488,0.0958572252,1.0,0.3333333,0.309999962,0.817638868,0.02625,0.0,0.020910715,0.0,0.0050174437,0.563819446,0.6875,0.947777783
19.0,0.381324962,0.0941736364,1.0,0.3333333,0.30957443,0.82152776,0.02375,0.0,0.022142858,0.0,0.0053541613,0.565551121,0.6875,0.95555556
20.0,0.358886198,0.10045884,1.0,0.3333333,0.309148898,0.824861096,0.02375,0.0,0.019642858,0.0,0.0053541613,0.567005018,0.6875,0.962222226
21.0,0.36198621,0.0945466168,1.0,0.3333333,0.30744677,0.83263888,0.02125,0.0,0.021250001,0.0,0.0056908789,0.570042838,0.6875,0.97777778
22.0,0.359291996,0.0962639578,1.0,0.3333333,0.304680812,0.840416664,0.015,0.0,0.024964287,0.0,0.0068405045,0.572548745,0.6875,0.993333334
23.0,0.368716192,0.0942995206,1.0,0.3333333,0.307021238,0.84375,0.0075,0.0,0.02619643,0.0,0.0071772221,0.575385617,0.6875,1.0
24.0,0.361445146,0.096168162,1.0,0.3333333,0.30957443,0.84375,0.015,0.0,0.033517859,0.0,0.0090002829,0.57666221,0.6875,1.0
25.0,0.365886712,0.0968477798,1.0,0.3333333,0.310425494,0.84375,0.0075,0.0,0.028928573,0.0,0.0075139397,0.577087738,0.6875,1.0
26.0,0.37059881,0.092461306,1.0,0.3333333,0.311489324,0.84375,0.0075,0.0,0.024964287,0.0,0.0068405045,0.577619648,0.6875,1.0
27.0,0.368039862,0.092496665,1.0,0.3333333,0.312553154,0.84375,0.00375,0.0,0.021250001,0.0,0.0056908789,0.578151558,0.6875,1.0
28.0,0.363192498,0.0968629932,1.0,0.3333333,0.314042516,0.84375,0.00375,0.0,0.014910715,0.0,0.0050174437,0.578896232,0.6875,1.0
29.0,0.372481428,0.0940273466,1.0,0.3333333,0.315106346,0.84375,0.0025,0.0,0.012803572,0.0,0.0040088557,0.579428142,0.6875,1.0
30.0,0.382176156,0.0886989454,1.0,0.3333333,0.316382942,0.84375,0.00125,0.0,0.006464286,0.0,0.0024663059,0.580066434,0.6875,1.0
31.0,0.377193526,0.093045128,1.0,0.3333333,0.317234006,0.84375,0.0,0.0,0.00325,0.0,0.0010647942,0.580491962,0.6875,1.0
32.0,0.377193526,0.093045128,1.0,0.3333333,0.318510602,0.84375,0.0,0.0,0.0,0.0,0.0,0.581130254,0.6875,1.0
33.0,0.37705826,0.0930249824,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
34.0,0.386752988,0.0911008364,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
35.0,0.381905624,0.0912118456,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
36.0,0.391600352,0.0816281254,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
37.0,0.38917667,0.0825346938,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
38.0,0.398871398,0.0772062926,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
39.0,0.403718762,0.078797411,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
40.0,0.403718762,0.0779463472,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
41.0,0.406142444,0.071933396,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
42.0,0.408566126,0.0727289552,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
43.0,0.415837172,0.0683071224,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
44.0,0.41341349,0.0743200736,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
45.0,0.418260854,0.0708048092,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
46.0,0.415837172,0.0725624414,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
47.0,0.420684536,0.0656429218,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
48.0,0.423108218,0.0638852896,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
49.0,0.423108218,0.0604810344,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
50.0,0.4255319,0.0604255298,1.0,0.3333333,0.3191489,0.84375,0.0,0.0,0.0,0.0,0.0,0.5814494,0.6875,1.0
