Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
0.0,0.293676363,0.1844959454,0.342950578,0.1758155071,0.4181481453,0.389166668,0.17,0.34,0.0319791683,0.083333335,0.0335714259,0.403657411,0.668333336,0.109999992
1.0,0.317307206,0.2081695446,0.693516115,0.300561885,0.599259258,0.474680556,0.27625,0.19,0.0343750003,0.088333336,0.0514285678,0.536969914,0.74491667,0.204444432
2.0,0.180833906,0.2470566577,0.828050469,0.358369041,0.634444449,0.529895831,0.29,0.02,0.0325000021,0.036666668,0.087619045,0.582170148,0.879791668,0.179999988
3.0,0.117443117,0.303550117,0.836083024,0.37987772,0.680740744,0.551180559,0.34625,0.01,0.0404166684,0.058333335,0.1311904745,0.61596066,0.86791667,0.234444432
4.0,0.046031265,0.350478315,0.843062369,0.397846888,0.730000013,0.532152779,0.39125,0.01,0.0452083348,0.031666667,0.1790476214,0.631076396,0.89541667,0.168888876
5.0,0.021907116,0.368460527,0.875328933,0.414596469,0.686666673,0.603923615,0.25625,0.03,0.0864583369,0.071666668,0.0814285727,0.645295139,0.845625006,0.362222199
6.0,0.06083422,0.393970129,0.8914595,0.428476546,0.733703713,0.594965294,0.33875,0.04,0.0814583383,0.135000002,0.1004761899,0.664334494,0.827708346,0.362222208
7.0,0.106645883,0.40737292,0.916084242,0.441152384,0.728888898,0.62923612,0.3075,0.05,0.0516666642,0.075000002,0.1149999961,0.679062489,0.839583338,0.418888881
8.0,0.128047408,0.404426987,0.962688075,0.455705023,0.711481481,0.661701399,0.2525,0.02,0.0731249953,0.026666668,0.1033333293,0.686591437,0.855625,0.467777768
9.0,0.15244444,0.419712333,0.977166861,0.465626414,0.677037025,0.712604197,0.19875,0.03,0.0893749963,0.060000003,0.091666665,0.694820617,0.801875,0.623333342
10.0,0.146281639,0.445723792,0.978158033,0.474627286,0.706296293,0.708958359,0.27625,0.04,0.0681250009,0.146666674,0.1309523793,0.707627321,0.77125,0.646666676
11.0,0.131445291,0.465078346,0.986314494,0.483797625,0.721481485,0.727534717,0.2525,0.0,0.0810416707,0.07666667,0.0814285676,0.724508089,0.840625,0.614444433
12.0,0.20097336,0.478718938,0.992015627,0.490244845,0.738518527,0.735173584,0.27625,0.0,0.0858333394,0.013333334,0.0497618989,0.736846056,0.898125,0.572222193
13.0,0.195792889,0.50223041,0.991075617,0.497768671,0.697037031,0.781006912,0.22,0.0,0.0850000064,0.013333334,0.0392857096,0.739021972,0.863125,0.698888875
14.0,0.150288431,0.531573045,0.984694537,0.505422526,0.632592565,0.851840236,0.125,0.0,0.0866666726,0.013333334,0.008571428,0.742216402,0.808125,0.895555566
15.0,0.140916743,0.538845119,0.989501055,0.509448715,0.633333307,0.85437496,0.1225,0.0,0.0866666726,0.013333334,0.008571428,0.743854136,0.80875,0.90000001
16.0,0.079614914,0.569185556,0.979733931,0.516306482,0.634814792,0.857569408,0.12125,0.0,0.0858333392,0.023333334,0.0135714277,0.746192103,0.80625,0.908888898
17.0,0.095301813,0.582866282,0.987557776,0.523474664,0.63777776,0.860451356,0.12125,0.0,0.0816666728,0.036666668,0.0221428557,0.749114563,0.803125,0.917777786
18.0,0.081570136,0.601756853,0.98284559,0.528200797,0.642222209,0.86079858,0.1275,0.0,0.0783333394,0.045000001,0.0230952366,0.751510403,0.802708334,0.918888897
19.0,0.085330159,0.616812693,0.985473043,0.534095237,0.647037031,0.864583304,0.11625,0.0,0.0791666726,0.048333334,0.0238095223,0.755810181,0.805833334,0.923333341
20.0,0.031701128,0.647811582,0.964943984,0.537585173,0.654444447,0.867777748,0.105,0.0,0.0879166727,0.025,0.0052380948,0.761111126,0.820000002,0.915555564
21.0,0.018064522,0.67065312,0.959729392,0.543460804,0.666296309,0.858958308,0.12,0.0,0.0812500059,0.046666666,0.0064285708,0.762627348,0.801250004,0.916666675
22.0,0.0,0.684085427,0.963882777,0.549322717,0.670740747,0.858854152,0.1325,0.0,0.0787500055,0.079999999,0.0080952372,0.764797488,0.794375008,0.923333341
23.0,0.0,0.694287002,0.96783561,0.554040883,0.675555557,0.860208327,0.15125,0.0,0.0720833387,0.111666665,0.0102380941,0.767881979,0.790416678,0.930000007
24.0,0.0,0.735022616,0.948371777,0.561131482,0.691111095,0.853368069,0.20375,0.0,0.0637500047,0.206666662,0.0114285697,0.772239617,0.772291688,0.934444451
25.0,0.0,0.762060894,0.937238075,0.566433008,0.70999999,0.839375035,0.25375,0.0,0.0641666708,0.291666666,0.0145238073,0.774687559,0.768750038,0.910000009
26.0,0.0,0.770389143,0.937175805,0.569188333,0.68925927,0.862951387,0.18125,0.0,0.0689583388,0.151666666,0.0078571417,0.776105375,0.814791686,0.91111112
27.0,0.0,0.762349684,0.955923064,0.572757583,0.67185188,0.88472219,0.1175,0.0,0.0781250059,0.033333333,0.0016666664,0.778287082,0.855000004,0.914444453
28.0,0.0,0.757773253,0.975090905,0.577621379,0.67185188,0.885520802,0.1125,0.0,0.0781250059,0.033333333,0.0016666664,0.778686388,0.854375004,0.916666675
29.0,0.0,0.787881758,0.961285714,0.583055806,0.672222249,0.886354137,0.1125,0.0,0.0777083392,0.038333333,0.0019047616,0.779288239,0.852708338,0.920000008
30.0,0.0,0.754121967,1.0,0.584707295,0.671481507,0.889131917,0.1025,0.0,0.0768750058,0.038333333,0.0019047616,0.780306757,0.852708338,0.925555563
31.0,0.0,0.757576629,1.0,0.585858855,0.672222247,0.892743032,0.0975,0.0,0.0756250057,0.043333333,0.0021428568,0.782482684,0.851041672,0.934444451
32.0,0.0,0.766492978,1.0,0.588830985,0.671851876,0.894652756,0.095,0.0,0.0764583391,0.043333333,0.0021428568,0.78325236,0.850416672,0.938888895
33.0,0.0,0.780062767,1.0,0.593354267,0.673333356,0.896874982,0.095,0.0,0.0764583391,0.053333333,0.0026190472,0.785104212,0.84708334,0.946666672
34.0,0.0,0.800134562,1.0,0.600044876,0.672962985,0.899340262,0.085,0.0,0.0772916725,0.053333333,0.0026190472,0.786151666,0.84645834,0.952222227
35.0,0.0,0.8148148,1.0,0.6049383,0.673333354,0.900416653,0.085,0.0,0.0760416724,0.058333333,0.0028571424,0.786875045,0.844166674,0.956666671
36.0,0.0,0.8148148,1.0,0.6049383,0.673333354,0.900972209,0.0825,0.0,0.0760416724,0.058333333,0.0028571424,0.787152823,0.844166674,0.957777782
37.0,0.0,0.8148148,1.0,0.6049383,0.672962983,0.905590269,0.075,0.0,0.0760416724,0.058333333,0.0028571424,0.789276667,0.842291674,0.968888892
38.0,0.0,0.8148148,1.0,0.6049383,0.673703721,0.907256939,0.07,0.0,0.0743750056,0.068333333,0.0033333328,0.790480369,0.838958342,0.975555558
39.0,0.0,0.8148148,1.0,0.6049383,0.67333335,0.909479163,0.0625,0.0,0.0760416724,0.068333333,0.0033333328,0.791406295,0.838958342,0.980000002
40.0,0.0,0.8148148,1.0,0.6049383,0.673703719,0.911354166,0.0525,0.0,0.0756250057,0.073333333,0.003571428,0.79252898,0.836041676,0.986666668
41.0,0.0,0.8148148,1.0,0.6049383,0.673333348,0.914062502,0.0475,0.0,0.0756250057,0.073333333,0.003571428,0.793697962,0.834791676,0.993333334
42.0,0.0,0.8148148,1.0,0.6049383,0.674444457,0.915416672,0.0425,0.0,0.0731250057,0.083333333,0.0040476184,0.7949306,0.830833344,1.0
43.0,0.0,0.8148148,1.0,0.6049383,0.676296312,0.915104172,0.0425,0.0,0.0731250057,0.083333333,0.0040476184,0.79570028,0.830208344,1.0
44.0,0.0,0.8148148,1.0,0.6049383,0.677777796,0.914791672,0.0425,0.0,0.0720833389,0.083333333,0.0040476184,0.796284774,0.829583344,1.0
