Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,False * 1,True * 1,False * 1,
0,0,0.4137931,0,0.5,0.3045977
0,1,0,0.5,0.0625,0.02083333
0,2,0.1481481,0.3333333,0.6315789,0.259909
0,3,0.3030303,0,0.36,0.2210101
0,4,0.4736842,0,0.4166667,0.2967836
0,5,0.3571429,0.07142857,0.1578947,0.1716792
0,6,0.1212121,0.3939394,0.3913043,0.1708388
0,7,0.4,0,0.4,0.2666667
0,8,0.3030303,0.2424242,0.1904762,0.1645022
0,9,0.3225806,0.2580645,0.2631579,0.1952462
0,10,0.5555556,0.1388889,0.75,0.4351852
0,11,0.1538462,0,0.1304348,0.09476031
0,12,0.125,0.28125,0.625,0.25
0,13,0.7567568,0.05405406,0.9230769,0.5599446
0,14,0.2857143,0.25,0.2222222,0.1693122
0,15,0,0.3076923,0.04545455,0.01515152
0,16,0.2777778,0.1666667,0.48,0.2525926
0,17,0.3125,0.125,0.6818182,0.3314394
0,18,0.1176471,0.3235294,0.52,0.212549
0,19,0.4,0.2333333,0.1176471,0.172549
0,20,0.2142857,0.25,0.6842105,0.2994987
0,21,0.2424242,0.06060606,0.2307692,0.1577312
0,22,0.3076923,0,0.25,0.1858974
0,23,0.3125,0.375,0.25,0.1875
0,24,0.1333333,0.2,0.1666667,0.1
0,25,0.625,0.1875,0.6666667,0.4305556
0,26,0.5882353,0.1176471,0.4666667,0.351634
0,27,0.25,0.0625,0.84,0.3633333
0,28,0.2,0.1333333,0.2608696,0.1536232
0,29,0,0.4074074,0.04761905,0.01587302
0,30,0.2962963,0.07407407,0.15,0.1487654
0,31,0.2580645,0.2258064,0.5238096,0.2606247
0,32,0,0.34375,0.04,0.01333333
0,33,0.4516129,0.1290323,0.3888889,0.2801673
0,34,0.3157895,0.2631579,0.5416667,0.2858187
0,35,0,0.3333333,0.04,0.01333333
0,36,0.125,0.21875,0.72,0.2816667
0,37,0.2222222,0.2222222,0.2105263,0.1442495
0,38,0.4,0.2333333,0.1176471,0.172549
0,39,0.1538462,0.3076923,0.2631579,0.1390014
0,40,0.1290323,0.1290323,0.2692308,0.1327543
0,41,0.2631579,0.1052632,0.3214286,0.1948622
0,42,0,0.2307692,0.04347826,0.01449275
0,43,0.2222222,0.3055556,0.375,0.1990741
0,44,0,0.06666667,0.03448276,0.01149425
0,45,0,0.2592593,0.1304348,0.04347826
0,46,0,0.3846154,0.04761905,0.01587302
0,47,0.25,0.0625,0.125,0.125
0,48,0.3225806,0.06451613,0.5,0.2741936
0,49,0.1428571,0.1428571,0.1304348,0.09109731
0,50,0.3333333,0.1666667,0.173913,0.1690821
0,51,0,0.3076923,0.04545455,0.01515152
0,52,0,0.4814815,0.05,0.01666667
0,53,0.1212121,0.3333333,0.875,0.3320707
0,54,0.1666667,0.1666667,0.2105263,0.125731
0,55,0.2857143,0.2142857,0.5555556,0.2804233
0,56,0.2142857,0.1428571,0.2380952,0.1507937
0,57,0,0.24,0.1363636,0.04545455
0,58,0.4,0.15,0.7391304,0.3797101
0,59,0.4324324,0.1891892,0.5263158,0.3195828
0,60,0.4666667,0.2,0.6875,0.3847222
0,61,0.3529412,0.2352941,0.15,0.1676471
0,62,0.3478261,0.173913,0.4,0.2492754
0,63,0,0.125,0.03333334,0.01111111
0,64,0.5853658,0,0.8095238,0.4649632
0,65,0.4117647,0.05882353,0.2380952,0.21662
0,66,0.2068966,0.3793103,0.2777778,0.1615581
0,67,0.1428571,0.07142857,0.3333333,0.1587302
0,68,0,0.3333333,0.05,0.01666667
0,69,0,0.2666667,0.03846154,0.01282051
0,70,0.5,0.1388889,0.2222222,0.2407407
0,71,0.3571429,0.1428571,0.5555556,0.3042328
0,72,0.375,0.15625,0.15,0.175
0,73,0.2580645,0.1935484,0.1363636,0.131476
0,74,0.1538462,0.1538462,0.5238096,0.2258852
0,75,0.2142857,0.25,0.3157895,0.1766917
0,76,0.2903226,0.1935484,0.368421,0.2195812
0,77,0.2666667,0.06666667,0.3913043,0.2193237
0,78,0.2758621,0.2068966,0.7,0.3252873
0,79,0.1142857,0,0.5625,0.2255952
