Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
Weight,-->,1,0,0,0,0,0,0,,,
min[1/ 1/ 1/ 0/ 1],MAX[1/ 1/ 4/ 1/ 1],,,,,,,,,,
0,0,0.07894737,0.2410714,0,0,0,0.3333333,0,0.1600094,0.4821429,0
0,1,0.1578947,0.4275794,0.125,0,0.075,0.5,0,0.2927371,0.4107143,0.4444444
0,2,0.368421,0.5486111,0.25,0,0.08333334,0,0,0.4585161,0.875,0.2222222
0,3,0.07894737,0.375,0,0,0,0,0,0.2269737,0.75,0
0,4,0.4210526,0.175,0,1,0,0,0,0.2980263,0.35,0
0,5,0.1578947,0.4861111,0,0,0,0,0,0.3220029,0.75,0.2222222
0,6,0.2368421,0.5729167,0,0,0.075,0,0,0.4048794,0.8125,0.3333333
0,7,0.1578947,0.40625,0.25,0,0,0,0.07142857,0.2820724,0.8125,0
0,8,0.05263158,0.4548611,0,0,0,0,0,0.2537463,0.6875,0.2222222
0,9,0.3157895,0.175,0.125,1,0,0,0,0.2453947,0.35,0
0,10,0.4210526,0.15625,0.5,1,0,0,0,0.2886513,0.3125,0
0,11,0.3157895,0.21875,0,1,0,0,0,0.2672697,0.4375,0
0,12,0.4210526,0.1875,0,1,0.09375,0,0,0.3042763,0.375,0
0,13,0.4210526,0.5416667,0,0,0.0625,0,0,0.4813597,0.75,0.3333333
0,14,0.3157895,0.40625,0,0,0.1875,0,0,0.3610197,0.8125,0
0,15,0.3157895,0.40625,0,0,0,0,0,0.3610197,0.8125,0
0,16,0.3157895,0.2861111,0.375,1,0,0,0.04761905,0.3009503,0.35,0.2222222
0,17,0.1052632,0.40625,0.125,0,0,0,0,0.2557566,0.8125,0
0,18,0.131579,0.5972222,0,0,0.075,0,0,0.3644006,0.75,0.4444444
0,19,0.05263158,0.375,0,0,0,0,0,0.2138158,0.75,0
0,20,0.05263158,0.3541667,0,0,0,0.5,0,0.2033991,0.7083334,0
0,21,0.3421053,0.40625,0.125,0,0,0,0,0.3741776,0.8125,0
0,22,0.05263158,0.2604167,0,0,0,0.4,0,0.1565241,0.5208334,0
0,23,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
0,24,0.368421,0.4861111,0.125,0,0,0,0,0.4272661,0.75,0.2222222
0,25,0.2105263,0.34375,0.375,1,0,0,0,0.2771382,0.3541667,0.3333333
0,26,0.368421,0.40625,0.25,0,0,0,0,0.3873355,0.8125,0
0,27,0.3947369,0.34375,0.5,0,0,0,0,0.3692434,0.6875,0
0,28,0.2894737,0.34375,0,0,0.0625,0.3333333,0,0.3166118,0.6875,0
0,29,0.2894737,0.225,0.125,1,0,0,0,0.2572368,0.45,0
0,30,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
0,31,0.2105263,0.4375,0.125,0,0,0,0,0.3240132,0.875,0
0,32,0.3157895,0.1875,0.125,1,0,0,0,0.2516447,0.375,0
0,33,0.2631579,0.225,0.125,1,0.125,0,0,0.2440789,0.45,0
0,34,0.2894737,0.375,0,0,0,0,0,0.3322368,0.75,0
0,35,0.2631579,0.4652778,0.125,0,0.2291667,0.5,0.04761905,0.3642178,0.7083334,0.2222222
0,36,0.2631579,0.2708333,0.125,0,0,1,0,0.2669956,0.5416667,0
0,37,0.2894737,0.3125,0.375,0,0.0625,0,0.0952381,0.3009868,0.625,0
0,38,0.3947369,0.275,0,0,0,0.5,0,0.3348684,0.55,0
0,39,0.05263158,0.4861111,0,0,0.0625,0,0,0.2693713,0.75,0.2222222
0,40,0.1578947,0.375,0,0,0,0,0,0.2664474,0.75,0
0,41,0.07894737,0.4375,0,0,0.02083333,0,0,0.2582237,0.875,0
0,42,0.2631579,0.4375,0,0,0,0,0,0.350329,0.875,0
0,43,0.2631579,0.21875,0,1,0,0,0,0.240954,0.4375,0
0,44,0.2105263,0.2673611,0.125,1,0.15,0,0,0.2389437,0.3125,0.2222222
0,45,0.05263158,0.5659722,0,0,0,0,0,0.3093019,0.6875,0.4444444
0,46,0.05263158,0.34375,0,0,0,0,0,0.1981908,0.6875,0
0,47,0.3947369,0.2450397,0.25,1,0,0,0,0.3198883,0.2678571,0.2222222
0,48,0.2894737,0.375,0,0,0.0625,0,0,0.3322368,0.75,0
0,49,0.3421053,0.4861111,0.25,0,0.1625,0,0,0.4141082,0.75,0.2222222
0,50,0.368421,0.3993056,0.125,0,0,0,0,0.3838633,0.6875,0.1111111
0,51,0.05263158,0.3541667,0,0,0,0.5,0,0.2033991,0.7083334,0
0,52,0.2105263,0.375,0.125,0,0,0,0,0.2927632,0.75,0
0,53,0.2894737,0.34375,0,0,0.075,0,0,0.3166118,0.6875,0
0,54,0.3421053,0.175,0,1,0,0,0,0.2585526,0.35,0
0,55,0.3947369,0.175,0.125,1,0,0,0,0.2848684,0.35,0
0,56,0.131579,0.40625,0,0,0,0,0,0.2689145,0.8125,0
0,57,0.3947369,0.375,0,0,0.0625,0,0,0.3848684,0.75,0
0,58,0.3157895,0.2305555,0.25,1,0.08333334,0,0,0.2731725,0.35,0.1111111
0,59,0.1842105,0.3164683,0.125,0,0,0.5,0,0.2503394,0.4107143,0.2222222
0,60,0.2368421,0.4618056,0.125,0,0,0,0,0.3493238,0.8125,0.1111111
0,61,0.07894737,0.4861111,0,0,0.05,0,0,0.2825292,0.75,0.2222222
0,62,0.1842105,0.375,0,0,0.08333334,0,0,0.2796053,0.75,0
0,63,0.2368421,0.3125,0,0,0,0,0,0.274671,0.625,0
0,64,0.07894737,0.375,0,0,0,0,0,0.2269737,0.75,0
0,65,0.07894737,0.40625,0,0,0,0,0,0.2425987,0.8125,0
0,66,0.1842105,0.375,0.125,0,0.25,0,0,0.2796053,0.75,0
0,67,0.1052632,0.3361111,0,1,0.05,0,0,0.2206871,0.45,0.2222222
0,68,0.07894737,0.375,0.125,0,0.02083333,0,0,0.2269737,0.75,0
0,69,0.1842105,0.21875,0,1,0,0,0,0.2014803,0.4375,0
0,70,0.4210526,0.2673611,0.375,1,0,0,0.04761905,0.3442069,0.3125,0.2222222
0,71,0.1842105,0.375,0.125,0,0,0,0,0.2796053,0.75,0
0,72,0.2105263,0.3972222,0.375,1,0,0,0.04761905,0.3038743,0.35,0.4444444
0,73,0.05263158,0.375,0,0,0,0,0,0.2138158,0.75,0
0,74,0.2631579,0.275,0,0,0.125,0.5,0,0.269079,0.55,0
0,75,0.2631579,0.40625,0,0,0.125,0,0,0.334704,0.8125,0
0,76,0.2105263,0.225,0,1,0,0,0,0.2177632,0.45,0
0,77,0.3157895,0.28125,0,0,0,0.6666667,0,0.2985197,0.5625,0
0,78,0.3421053,0.34375,0,0,0.125,0,0,0.3429276,0.6875,0
0,79,0.2105263,0.4375,0,0,0.0625,0,0,0.3240132,0.875,0
0,80,0.2631579,0.3305556,0.375,0,0.08333334,0.5,0,0.2968567,0.55,0.1111111
0,81,0.2894737,0.4548611,0,0,0,0,0,0.3721674,0.6875,0.2222222
0,82,0.3421053,0.375,0.25,0,0,0,0,0.3585526,0.75,0
0,83,0.2631579,0.4861111,0.25,0,0,0,0.0952381,0.3746345,0.75,0.2222222
0,84,0.1842105,0.2604167,0,0,0,0.4,0,0.2223136,0.5208334,0
0,85,0.3157895,0.375,0,0,0.1583333,0,0,0.3453947,0.75,0
0,86,0.2368421,0.5902778,0,0,0.075,0,0,0.4135599,0.625,0.5555556
0,87,0.3157895,0.21875,0,0,0,0.6,0,0.2672697,0.4375,0
0,88,0.3421053,0.4861111,0,0,0,0,0,0.4141082,0.75,0.2222222
0,89,0.2894737,0.275,0.125,0,0,0.5,0,0.2822368,0.55,0
0,90,0.2894737,0.5173611,0,0,0,0,0,0.4034174,0.8125,0.2222222
0,91,0.3421053,0.40625,0.25,0,0.0625,0,0.2380952,0.3741776,0.8125,0
0,92,0.2105263,0.5659722,0.125,0,0.075,0,0,0.3882493,0.6875,0.4444444
0,93,0.2368421,0.4375,0,0,0,0,0,0.337171,0.875,0
0,94,0.2631579,0.2465278,0.25,1,0,0,0,0.2548428,0.2708333,0.2222222
0,95,0.2894737,0.175,0,1,0.08333334,0,0,0.2322368,0.35,0
0,96,0.3157895,0.3020833,0,0,0,0.2,0,0.3089364,0.6041666,0
0,97,0.2631579,0.225,0,1,0.0625,0,0,0.2440789,0.45,0
0,98,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
0,99,0.3157895,0.4375,0,0,0.125,0,0,0.3766447,0.875,0
1,0,0.368421,0.34375,0.125,0,0,0,0,0.3560855,0.6875,0
1,1,0.368421,0.34375,0.125,0,0,0,0,0.3560855,0.6875,0
1,2,0.2894737,0.4236111,0.375,0,0,0,0,0.3565424,0.625,0.2222222
1,3,0.2368421,0.4791667,0,0,0.075,0,0,0.3580044,0.625,0.3333333
1,4,0.3421053,0.375,0.25,0,0,0,0,0.3585526,0.75,0
1,5,0.3157895,0.40625,0.25,0,0,0,0,0.3610197,0.8125,0
1,6,0.3157895,0.40625,0,0,0,0,0,0.3610197,0.8125,0
1,7,0.3157895,0.40625,0,0,0.3541667,0,0,0.3610197,0.8125,0
1,8,0.3157895,0.40625,0,0,0.1875,0,0,0.3610197,0.8125,0
1,9,0.3157895,0.40625,0,0,0,0,0,0.3610197,0.8125,0
1,10,0.2894737,0.4375,0,0,0,0,0,0.3634868,0.875,0
1,11,0.2631579,0.4652778,0.125,0,0.2291667,0.5,0.04761905,0.3642178,0.7083334,0.2222222
1,12,0.131579,0.5972222,0,0,0.075,0,0,0.3644006,0.75,0.4444444
1,13,0.05263158,0.6770834,0,0,0,0,0,0.3648575,0.6875,0.6666667
1,14,0.3947369,0.34375,0.5,0,0,0,0,0.3692434,0.6875,0
1,15,0.2894737,0.4548611,0,0,0,0.3333333,0,0.3721674,0.6875,0.2222222
1,16,0.2894737,0.4548611,0,0,0,0,0,0.3721674,0.6875,0.2222222
1,17,0.2894737,0.4548611,0,0,0,0,0,0.3721674,0.6875,0.2222222
1,18,0.2894737,0.4548611,0,0,0,0,0,0.3721674,0.6875,0.2222222
1,19,0.3421053,0.40625,0.125,0,0,0,0,0.3741776,0.8125,0
1,20,0.3421053,0.40625,0.25,0,0.0625,0,0.2380952,0.3741776,0.8125,0
1,21,0.2631579,0.4861111,0.125,0,0,0,0,0.3746345,0.75,0.2222222
1,22,0.2631579,0.4861111,0.25,0,0,0,0.0952381,0.3746345,0.75,0.2222222
1,23,0.1842105,0.5659722,0,0,0.08333334,0,0,0.3750914,0.6875,0.4444444
1,24,0.3157895,0.4375,0,0,0.125,0,0,0.3766447,0.875,0
1,25,0.3157895,0.4375,0,0,0.125,0,0,0.3766447,0.875,0
1,26,0.2368421,0.5173611,0,0,0.075,0,0,0.3771016,0.8125,0.2222222
1,27,0.2368421,0.5173611,0,0,0.075,0,0,0.3771016,0.8125,0.2222222
1,28,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,29,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,30,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,31,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
