Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
1,32,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,33,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,34,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,35,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,36,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,37,0.2105263,0.5486111,0.125,0,0,0,0,0.3795687,0.875,0.2222222
1,38,0.368421,0.3993056,0.125,0,0,0,0,0.3838633,0.6875,0.1111111
1,39,0.368421,0.3993056,0.125,0,0,0,0,0.3838633,0.6875,0.1111111
1,40,0.3947369,0.375,0,0,0.0625,0,0,0.3848684,0.75,0
1,41,0.2368421,0.5347222,0,0,0.075,0,0,0.3857822,0.625,0.4444444
1,42,0.368421,0.40625,0,0,0,0,0,0.3873355,0.8125,0
1,43,0.368421,0.40625,0.25,0,0,0,0,0.3873355,0.8125,0
1,44,0.368421,0.40625,0,0,0.125,0,0,0.3873355,0.8125,0
1,45,0.368421,0.40625,0.25,0,0.0625,0,0.2380952,0.3873355,0.8125,0
1,46,0.368421,0.40625,0.25,0,0,0,0,0.3873355,0.8125,0
1,47,0.2105263,0.5659722,0.125,0,0.075,0,0,0.3882493,0.6875,0.4444444
1,48,0.2631579,0.5173611,0,0,0,0,0,0.3902595,0.8125,0.2222222
1,49,0.3157895,0.4861111,0,0,0.075,0,0,0.4009503,0.75,0.2222222
1,50,0.3157895,0.4861111,0.25,0,0,0,0,0.4009503,0.75,0.2222222
1,51,0.368421,0.4375,0.25,0,0.0625,0,0,0.4029605,0.875,0
1,52,0.2894737,0.5173611,0.125,0,0,0,0,0.4034174,0.8125,0.2222222
1,53,0.2894737,0.5173611,0,0,0.0625,0,0,0.4034174,0.8125,0.2222222
1,54,0.2894737,0.5173611,0,0,0,0,0,0.4034174,0.8125,0.2222222
1,55,0.2894737,0.5173611,0,0,0.125,0,0,0.4034174,0.8125,0.2222222
1,56,0.2894737,0.5173611,0,0,0,0,0,0.4034174,0.8125,0.2222222
1,57,0.2894737,0.5173611,0.25,0,0,0,0,0.4034174,0.8125,0.2222222
1,58,0.2894737,0.5173611,0,0,0.125,0,0,0.4034174,0.8125,0.2222222
1,59,0.2894737,0.5173611,0,0,0,0,0,0.4034174,0.8125,0.2222222
1,60,0.2368421,0.5729167,0.125,0,0.075,0,0,0.4048794,0.8125,0.3333333
1,61,0.2368421,0.5729167,0,0,0.075,0,0,0.4048794,0.8125,0.3333333
1,62,0.2368421,0.5729167,0,0,0.075,0,0,0.4048794,0.8125,0.3333333
1,63,0.4210526,0.3916667,0.5,1,0,0,0,0.4063596,0.45,0.3333333
1,64,0.2368421,0.5902778,0,0,0.075,0,0,0.4135599,0.625,0.5555556
1,65,0.3421053,0.4861111,0,0,0,0,0,0.4141082,0.75,0.2222222
1,66,0.3421053,0.4861111,0.25,0,0,0,0,0.4141082,0.75,0.2222222
1,67,0.3421053,0.4861111,0.25,0,0.1625,0,0,0.4141082,0.75,0.2222222
1,68,0.3421053,0.4861111,0,0,0,0,0,0.4141082,0.75,0.2222222
1,69,0.3157895,0.5173611,0,0,0.2,0,0,0.4165753,0.8125,0.2222222
1,70,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
1,71,0.3157895,0.5173611,0,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
1,72,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
1,73,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
1,74,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
1,75,0.368421,0.4861111,0.25,0,0,0,0,0.4272661,0.75,0.2222222
1,76,0.368421,0.4861111,0.125,0,0,0,0,0.4272661,0.75,0.2222222
1,77,0.368421,0.4861111,0.25,0,0,0,0.04761905,0.4272661,0.75,0.2222222
1,78,0.368421,0.4861111,0.125,0,0,0,0,0.4272661,0.75,0.2222222
1,79,0.3421053,0.5173611,0,0,0.075,0,0,0.4297332,0.8125,0.2222222
1,80,0.3421053,0.5173611,0,0,0.075,0,0,0.4297332,0.8125,0.2222222
1,81,0.368421,0.5104167,0,0,0,0,0,0.4394189,0.6875,0.3333333
1,82,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
1,83,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
1,84,0.3421053,0.5659722,0,0,0.0625,0,0,0.4540387,0.6875,0.4444444
1,85,0.3947369,0.5173611,0.25,0,0,0,0,0.456049,0.8125,0.2222222
1,86,0.3157895,0.5972222,0.5,0,0,0,0,0.4565058,0.75,0.4444444
1,87,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
1,88,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
1,89,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
1,90,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
1,91,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
1,92,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
1,93,0.368421,0.5486111,0,0,0.2083333,0,0,0.4585161,0.875,0.2222222
1,94,0.368421,0.5486111,0.25,0,0.08333334,0,0,0.4585161,0.875,0.2222222
1,95,0.2894737,0.6284722,0,0,0,0,0,0.4589729,0.8125,0.4444444
1,96,0.3947369,0.5486111,0.125,0,0.15625,0,0,0.471674,0.875,0.2222222
1,97,0.4210526,0.5416667,0,0,0.125,0,0.1904762,0.4813597,0.75,0.3333333
1,98,0.4210526,0.5416667,0.125,0,0,0,0,0.4813597,0.75,0.3333333
1,99,0.4210526,0.5416667,0,0,0.0625,0,0,0.4813597,0.75,0.3333333
2,0,0.3421053,0.4861111,0,0,0,0,0,0.4141082,0.75,0.2222222
2,1,0.3421053,0.4861111,0.25,0,0,0,0,0.4141082,0.75,0.2222222
2,2,0.3421053,0.4861111,0.25,0,0.1625,0,0,0.4141082,0.75,0.2222222
2,3,0.3421053,0.4861111,0,0,0,0,0,0.4141082,0.75,0.2222222
2,4,0.3157895,0.5173611,0.125,0,0.075,0,0.02380952,0.4165753,0.8125,0.2222222
2,5,0.3157895,0.5173611,0.25,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,6,0.3157895,0.5173611,0.25,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
2,7,0.3157895,0.5173611,0,0,0.2416667,0,0,0.4165753,0.8125,0.2222222
2,8,0.3157895,0.5173611,0,0,0.2,0,0,0.4165753,0.8125,0.2222222
2,9,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,10,0.3157895,0.5173611,0,0,0,0,0,0.4165753,0.8125,0.2222222
2,11,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,12,0.3157895,0.5173611,0,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
2,13,0.3157895,0.5173611,0.125,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
2,14,0.3157895,0.5173611,0,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
2,15,0.3157895,0.5173611,0,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
2,16,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,17,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,18,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,19,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,20,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,21,0.3157895,0.5173611,0,0,0.2,0,0,0.4165753,0.8125,0.2222222
2,22,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,23,0.3157895,0.5173611,0,0,0.1166667,0,0,0.4165753,0.8125,0.2222222
2,24,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,25,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,26,0.3157895,0.5173611,0,0,0.075,0,0,0.4165753,0.8125,0.2222222
2,27,0.2105263,0.6284722,0,0,0.25,0,0,0.4194993,0.8125,0.4444444
2,28,0.4210526,0.4305556,0,0,0.125,0,0.5714286,0.4258041,0.75,0.1111111
2,29,0.4210526,0.4305556,0,0,0.0625,0,0,0.4258041,0.75,0.1111111
2,30,0.4210526,0.4305556,0.125,0,0.125,0,0.3809524,0.4258041,0.75,0.1111111
2,31,0.3421053,0.5104167,0.375,0,0.075,0.3333333,0,0.426261,0.6875,0.3333333
2,32,0.368421,0.4861111,0,0,0,0,0,0.4272661,0.75,0.2222222
2,33,0.368421,0.4861111,0,0,0,0,0,0.4272661,0.75,0.2222222
2,34,0.368421,0.4861111,0,0,0,0,0,0.4272661,0.75,0.2222222
2,35,0.368421,0.4861111,0.125,0,0,0,0,0.4272661,0.75,0.2222222
2,36,0.368421,0.4861111,0.5,0,0,0,0.04761905,0.4272661,0.75,0.2222222
2,37,0.368421,0.4861111,0.25,0,0,0,0,0.4272661,0.75,0.2222222
2,38,0.368421,0.4861111,0.125,0,0,0,0,0.4272661,0.75,0.2222222
2,39,0.368421,0.4861111,0.25,0,0,0,0.04761905,0.4272661,0.75,0.2222222
2,40,0.368421,0.4861111,0.125,0,0,0,0,0.4272661,0.75,0.2222222
2,41,0.3421053,0.5173611,0,0,0.075,0,0,0.4297332,0.8125,0.2222222
2,42,0.3421053,0.5173611,0,0,0.2,0,0,0.4297332,0.8125,0.2222222
2,43,0.3421053,0.5173611,0,0,0.125,0,0,0.4297332,0.8125,0.2222222
2,44,0.3421053,0.5173611,0,0,0.075,0,0,0.4297332,0.8125,0.2222222
2,45,0.3421053,0.5173611,0,0,0.075,0,0,0.4297332,0.8125,0.2222222
2,46,0.3157895,0.5486111,0.25,0,0.125,0,0,0.4322003,0.875,0.2222222
2,47,0.3157895,0.5486111,0.25,0,0,0,0,0.4322003,0.875,0.2222222
2,48,0.3157895,0.5486111,0,0,0,0,0,0.4322003,0.875,0.2222222
2,49,0.368421,0.5104167,0,0,0,0,0,0.4394189,0.6875,0.3333333
2,50,0.368421,0.5104167,0,0,0,0,0,0.4394189,0.6875,0.3333333
2,51,0.4210526,0.4618056,0,0,0.125,0,0.1904762,0.4414291,0.8125,0.1111111
2,52,0.3947369,0.5034722,0.25,0,0.08333334,0.6666667,0.2857143,0.4491045,0.5625,0.4444444
2,53,0.3157895,0.5902778,0,0,0.075,0,0,0.4530336,0.625,0.5555556
2,54,0.4210526,0.4861111,0.25,0,0.0625,0,0,0.4535819,0.75,0.2222222
2,55,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
2,56,0.4210526,0.4861111,0,0,0.125,0,0.1904762,0.4535819,0.75,0.2222222
2,57,0.4210526,0.4861111,0,0,0.2916667,0,0.1904762,0.4535819,0.75,0.2222222
2,58,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
2,59,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
2,60,0.3421053,0.5659722,0,0,0.0625,0,0,0.4540387,0.6875,0.4444444
2,61,0.3947369,0.5173611,0.25,0,0,0,0,0.456049,0.8125,0.2222222
2,62,0.3157895,0.5972222,0.25,0,0.15,0,0,0.4565058,0.75,0.4444444
2,63,0.3157895,0.5972222,0.125,0,0,0,0,0.4565058,0.75,0.4444444
2,64,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,65,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,66,0.3157895,0.5972222,0.5,0,0,0,0,0.4565058,0.75,0.4444444
2,67,0.3157895,0.5972222,0.125,0,0,0,0,0.4565058,0.75,0.4444444
2,68,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,69,0.3157895,0.5972222,0.375,0,0,0,0,0.4565058,0.75,0.4444444
2,70,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,71,0.3157895,0.5972222,0.5,0,0,0,0,0.4565058,0.75,0.4444444
2,72,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,73,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,74,0.3157895,0.5972222,0.25,0,0,0,0,0.4565058,0.75,0.4444444
2,75,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,76,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,77,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,78,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,79,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,80,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,81,0.368421,0.5486111,0,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,82,0.368421,0.5486111,0,0,0.2083333,0,0,0.4585161,0.875,0.2222222
2,83,0.368421,0.5486111,0.25,0,0.08333334,0,0,0.4585161,0.875,0.2222222
2,84,0.2894737,0.6284722,0,0,0,0,0,0.4589729,0.8125,0.4444444
2,85,0.2894737,0.6284722,0,0,0,0,0,0.4589729,0.8125,0.4444444
2,86,0.2894737,0.6284722,0,0,0,0,0,0.4589729,0.8125,0.4444444
2,87,0.2631579,0.6770834,0.125,0,0,0,0,0.4701206,0.6875,0.6666667
2,88,0.3947369,0.5486111,0.125,0,0.03125,0,0,0.471674,0.875,0.2222222
2,89,0.3947369,0.5486111,0.375,0,0.03125,0,0,0.471674,0.875,0.2222222
2,90,0.3947369,0.5486111,0.25,0,0.125,0,0,0.471674,0.875,0.2222222
2,91,0.3947369,0.5486111,0.125,0,0.15625,0,0,0.471674,0.875,0.2222222
2,92,0.3947369,0.5659722,0,0,0.0625,0,0,0.4803545,0.6875,0.4444444
2,93,0.4210526,0.5416667,0,0,0.125,0,0.1904762,0.4813597,0.75,0.3333333
2,94,0.4210526,0.5416667,0,0,0.0625,0,0,0.4813597,0.75,0.3333333
2,95,0.4210526,0.5416667,0,0,0.1875,0,0.1289099,0.4813597,0.75,0.3333333
2,96,0.4210526,0.5416667,0,0,0.125,0,0.1904762,0.4813597,0.75,0.3333333
2,97,0.4210526,0.5416667,0.125,0,0,0,0,0.4813597,0.75,0.3333333
2,98,0.4210526,0.5416667,0,0,0.0625,0,0,0.4813597,0.75,0.3333333
2,99,0.4210526,0.6527778,0,0,0.0625,0,0,0.5369152,0.75,0.5555556
3,0,0.4210526,0.4861111,0,0,0.1875,0,0,0.4535819,0.75,0.2222222
3,1,0.4210526,0.4861111,0.25,0,0.0625,0,0,0.4535819,0.75,0.2222222
3,2,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
3,3,0.4210526,0.4861111,0,0,0.125,0,0.1904762,0.4535819,0.75,0.2222222
3,4,0.4210526,0.4861111,0,0,0.2916667,0,0.1904762,0.4535819,0.75,0.2222222
3,5,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
3,6,0.4210526,0.4861111,0,0,0.0625,0,0,0.4535819,0.75,0.2222222
3,7,0.3421053,0.5659722,0,0,0.0625,0,0,0.4540387,0.6875,0.4444444
3,8,0.3421053,0.5659722,0,0,0.0625,0,0,0.4540387,0.6875,0.4444444
3,9,0.3421053,0.5659722,0.25,0,0.0625,0,0,0.4540387,0.6875,0.4444444
3,10,0.3421053,0.5659722,0,0,0.0625,0,0,0.4540387,0.6875,0.4444444
