Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
0.0,0.267087395,0.1903749815,0.3455320807,0.1151773647,0.2776086959,0.335263888,0.105,0.27,0.0468333324,0.119726191,0.0131900815,0.30643629,0.563861111,0.106666659
1.0,0.389824672,0.1274338149,0.698264417,0.232754807,0.4095652204,0.440862099,0.19375,0.16,0.0590624998,0.116428572,0.0170733808,0.425213659,0.633946435,0.247777763
2.0,0.438734192,0.1330222759,0.851056185,0.283685413,0.466739142,0.517624007,0.25125,0.05,0.0658482148,0.101333329,0.0201977644,0.492181561,0.68413691,0.351111093
3.0,0.49294257,0.1521377484,0.921653886,0.30721797,0.486086961,0.566354166,0.19875,0.0,0.0810684531,0.046,0.0186997184,0.526220542,0.702708336,0.429999981
4.0,0.453123014,0.1576458698,0.954918185,0.318306079,0.497826088,0.596319454,0.13,0.0,0.0843898824,0.042,0.0078724985,0.547072754,0.723749992,0.468888878
5.0,0.37807701,0.1701451518,0.96548145,0.321827157,0.485217407,0.648993075,0.11625,0.0,0.0932261915,0.022,0.0153658637,0.567105216,0.720208332,0.57777778
6.0,0.413635152,0.1457885362,0.982508404,0.327502786,0.490217402,0.669062528,0.115,0.0,0.0807023803,0.018,0.0092724462,0.579639953,0.718125002,0.620000013
7.0,0.544673498,0.121883929,1.0,0.3333333,0.49586957,0.689583346,0.08125,0.0,0.0771696417,0.01,0.0051548291,0.592726458,0.765833332,0.613333347
8.0,0.558359308,0.1182779988,1.0,0.3333333,0.488478276,0.726979201,0.06,0.0,0.0636815472,0.008,0.0058691148,0.607728723,0.747291666,0.706666696
9.0,0.56411584,0.1145914552,1.0,0.3333333,0.485652194,0.756770878,0.06625,0.0,0.0562232151,0.002,0.0047619043,0.621211496,0.793541666,0.720000028
10.0,0.56016226,0.1135065384,1.0,0.3333333,0.495434789,0.768888913,0.105,0.0,0.059270834,0.002,0.0019047619,0.632161817,0.776666666,0.761111135
11.0,0.55662282,0.1184936024,1.0,0.3333333,0.499565218,0.781770858,0.10375,0.0,0.059770834,0.006,0.0011904762,0.64066801,0.796874998,0.76666669
12.0,0.557577738,0.1187656004,1.0,0.3333333,0.486304366,0.814513882,0.0425,0.0,0.0616458351,0.016,0.0014285714,0.650409108,0.784583328,0.84444446
13.0,0.552440212,0.1232949512,1.0,0.3333333,0.484565238,0.837847198,0.04625,0.0,0.0515625022,0.0,0.0014285714,0.661206187,0.80125,0.874444457
14.0,0.553699038,0.1253839332,1.0,0.3333333,0.484565239,0.85902774,0.06,0.0,0.0529345264,0.0,0.0,0.671796454,0.8125,0.905555565
15.0,0.554500968,0.1222051864,1.0,0.3333333,0.491739141,0.862048576,0.06,0.0,0.0479404774,0.0,0.0003367176,0.676893841,0.811875,0.912222231
16.0,0.549334474,0.1140659172,1.0,0.3333333,0.50021739,0.863090244,0.0525,0.0,0.0486071437,0.0,0.0003367176,0.681653819,0.810625,0.915555564
17.0,0.55116315,0.1065643216,1.0,0.3333333,0.512826069,0.864826356,0.0725,0.0,0.0476904764,0.0,0.0,0.688826242,0.811875,0.917777786
18.0,0.552113198,0.1053155272,1.0,0.3333333,0.512391287,0.86704858,0.065,0.0,0.0456904764,0.0,0.0,0.689719962,0.811875,0.92222223
19.0,0.555293698,0.1036365632,1.0,0.3333333,0.511086941,0.873090252,0.055,0.0,0.0466071431,0.0,0.0,0.692088622,0.810625,0.935555562
20.0,0.554477162,0.1043807512,1.0,0.3333333,0.510217377,0.8775347,0.04,0.0,0.0481547618,0.0,0.0,0.693876062,0.810625,0.94444445
21.0,0.552158098,0.102680714,1.0,0.3333333,0.509565204,0.88031248,0.0375,0.0,0.0448214285,0.0,0.0,0.694938864,0.810625,0.950000005
22.0,0.554948614,0.105200258,1.0,0.3333333,0.508043467,0.886979152,0.03,0.0,0.0409880945,0.0,0.0,0.697511328,0.810625,0.963333337
23.0,0.5671805,0.1023596808,1.0,0.3333333,0.507391294,0.893645824,0.0225,0.0,0.0377380945,0.0,0.0,0.700518576,0.810625,0.976666669
24.0,0.56255248,0.1028234476,1.0,0.3333333,0.506086948,0.89697916,0.015,0.0,0.0362380942,0.0,0.0,0.701533068,0.810625,0.983333335
25.0,0.562772942,0.0937584444,1.0,0.3333333,0.504130429,0.901666664,0.01,0.0,0.0336547609,0.0,0.0,0.702898556,0.81,0.993333334
26.0,0.566106274,0.090782604,1.0,0.3333333,0.504130429,0.9046875,0.0,0.0,0.0329880942,0.0,0.0,0.704408974,0.809375,1.0
27.0,0.567913034,0.08135265,1.0,0.3333333,0.506739121,0.904375,0.0,0.0,0.0315714275,0.0,0.0,0.705557076,0.80875,1.0
28.0,0.570115932,0.0796328464,1.0,0.3333333,0.509999986,0.904375,0.0,0.0,0.027023809,0.0,0.0,0.707187516,0.80875,1.0
29.0,0.569024148,0.089942024,1.0,0.3333333,0.511739114,0.904375,0.0,0.0,0.0243928569,0.0,0.0,0.708057084,0.80875,1.0
30.0,0.566579706,0.0946956444,1.0,0.3333333,0.513260851,0.904375,0.0,0.0,0.0216309528,0.0,0.0,0.708817956,0.80875,1.0
31.0,0.564956514,0.0876521672,1.0,0.3333333,0.515652152,0.904375,0.0,0.0,0.0186666667,0.0,0.0,0.710013612,0.80875,1.0
32.0,0.558483082,0.0849371872,1.0,0.3333333,0.515652152,0.90625,0.0,0.0,0.0195,0.0,0.0,0.710951112,0.8125,1.0
33.0,0.561565206,0.0810241468,1.0,0.3333333,0.516086934,0.90625,0.0,0.0,0.01925,0.0,0.0,0.711168504,0.8125,1.0
