Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore
0.0,0.0170325952221,0.0103955615529,0.0298075997021,0.0337835166908,0.0356368124276,0.0257098133015,0.0179251917702,0.0553263047745,0.010587927087,0.0291524029884,0.020003677162,0.0222278946371
1.0,0.0347407469695,0.0223402618606,0.0444669191647,0.0236782093918,0.0522854759948,0.084796946879,0.0262082963964,0.190305018326,0.0205638298962,0.0369864110181,0.041802473611,0.0481797332911
2.0,0.0357468711918,0.0334302482791,0.0427198829586,0.0214048756128,0.0653678544852,0.0624712237754,0.0411599441205,0.0,0.0258026045197,0.0,0.0622123830117,0.0202819796864
3.0,0.0405750255699,0.0487872944526,0.0686180850797,0.0242279838204,0.0732471883419,0.0655390944399,0.0585229672864,0.0,0.0339825455197,0.0,0.0749691790004,0.0226642493809
4.0,0.0410250094455,0.0580585221996,0.0818136339494,0.024017043948,0.0745038998979,0.0687195248819,0.0648075304266,0.0,0.0393892434555,0.0,0.0708348981788,0.024070573321
5.0,0.0448663158728,0.0645942203297,0.0784262915099,0.0232843359364,0.074242876426,0.0624792269478,0.0749141181621,0.0,0.0412974987136,0.0,0.0641474808547,0.0234827596334
6.0,0.0519838503768,0.0657960431941,0.067398209175,0.0217287735503,0.074137296282,0.0573386344448,0.0757252441396,0.0,0.040954037652,0.0,0.0644636502224,0.0223310389369
7.0,0.0590878820064,0.0727917934935,0.0655784187062,0.0222857218864,0.0779575980902,0.0520340840219,0.0881887180993,0.0,0.0365357099288,0.0,0.0627663269596,0.0227016254925
8.0,0.0593966850927,0.0761189542755,0.064441821824,0.0208294070967,0.081075958212,0.0471645385857,0.0767615040238,0.0,0.0360361748803,0.0,0.0597058489597,0.0221966799319
9.0,0.0669327901704,0.077555680643,0.054907523164,0.0188255146012,0.0785834480027,0.0376824402076,0.0714196471568,0.0,0.0309300533462,0.0,0.06063104073,0.022499504439
10.0,0.0713971182892,0.0787746532839,0.049558267726,0.0176439706416,0.080830603734,0.0322651111884,0.0565476878396,0.0,0.031583635003,0.0,0.0673328589917,0.0224084314489
