Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,0,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,False * 1,True * 1,False * 1,
0,0,0.1333333,0.2,0.4583333,0.2194445
0,1,0.2857143,0.2857143,0.2272727,0.1709957
0,2,0.2962963,0.2222222,0.4444444,0.2222222
0,3,0.2857143,0.05714286,0.4,0.152381
0,4,0.5294118,0.1176471,0.7222222,0.2799564
0,5,0.2,0.3666667,0.2631579,0.2099415
0,6,0.2758621,0.1034483,0.1904762,0.09797482
0,7,0.125,0.1875,0.1538462,0.1137821
0,8,0.25,0.08333334,0.2222222,0.1018519
0,9,0.125,0.09375,0.1481481,0.08063272
0,10,0.3714286,0.1714286,0.4761905,0.215873
0,11,0.3529412,0.1176471,0.8636364,0.3270945
0,12,0.137931,0.2413793,0.09090909,0.1107628
0,13,0,0.2222222,0.25,0.1574074
0,14,0,0.3703704,0.04545455,0.1386083
0,15,0.2,0.4,0.2222222,0.2074074
0,16,0.1481481,0.3333333,0.2105263,0.1812866
0,17,0.2631579,0.1052632,0.8571429,0.320802
0,18,0.1333333,0.1333333,0.2,0.1111111
0,19,0.2580645,0.2903226,0.1,0.1301075
0,20,0.4242424,0.1818182,0.368421,0.1834131
0,21,0,0.08695652,0.04545455,0.04413702
0,22,0.2941177,0.1764706,0.5217391,0.2327366
0,23,0.2285714,0.2,0.56,0.2533333
0,24,0.2352941,0.05882353,0.1111111,0.05664488
0,25,0.3636364,0.3333333,0.05882353,0.130719
0,26,0.2702703,0.2432432,0.5833333,0.2755255
0,27,0,0.2413793,0.04,0.0937931
0,28,0.1212121,0.06060606,0.3793103,0.1466388
0,29,0.1714286,0.3714286,0.6521739,0.3412008
0,30,0.5555556,0.1666667,0.7058824,0.2908497
0,31,0.3030303,0.2727273,0.6,0.2909091
0,32,0.2857143,0.2857143,0.3333333,0.2063492
0,33,0.1333333,0.2666667,0.3636364,0.210101
0,34,0.137931,0.3793103,0.15,0.1764368
0,35,0.2857143,0.1142857,0.24,0.1180952
0,36,0,0.4333333,0.04347826,0.1589372
0,37,0.4375,0.0625,0.6,0.2208333
0,38,0.4666667,0.1333333,0.2941177,0.1424837
0,39,0.1875,0.25,0.173913,0.1413043
0,40,0.3030303,0.1818182,0.3636364,0.1818182
0,41,0.3243243,0.2432432,0.2173913,0.1535448
0,42,0.3529412,0.1176471,0.2173913,0.1116794
0,43,0.4324324,0.2162162,0.45,0.2220721
0,44,0.3448276,0.2758621,0.2941177,0.1899932
0,45,0.4516129,0.1290323,0.5294118,0.2194813
0,46,0.1481481,0.2222222,0.3809524,0.2010582
0,47,0.2580645,0.1290323,0.5652174,0.2314165
