Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
True * 1,False * 1,False * 1,False * 1,False * 1,
0,0,0.2647059,0.05882353,0.12,0.1282353
0,1,0.3030303,0.1212121,0.6363636,0.3131313
0,2,0.2962963,0,0.7142857,0.3368607
0,3,0.1538462,0.1538462,0.5,0.2179487
0,4,0.1333333,0.06666667,0.3076923,0.1470086
0,5,0.1290323,0,0.5,0.2096774
0,6,0.137931,0.2068966,0.3043478,0.1474263
0,7,0,0.3333333,0.1428571,0.04761905
0,8,0.547619,0.0952381,0.9,0.4825397
0,9,0.1875,0.0625,0.1153846,0.1009615
0,10,0.1538462,0.2307692,0.15,0.1012821
0,11,0.1111111,0.3055556,0.8148148,0.308642
0,12,0.4848485,0,0.25,0.2449495
0,13,0.2571429,0.2285714,0.4347826,0.2306418
0,14,0.4,0.1142857,0.3809524,0.2603175
0,15,0.3157895,0.1052632,0.3846154,0.2334683
0,16,0.137931,0.2068966,0.3043478,0.1474263
0,17,0.3214286,0.2142857,0.4705882,0.2640056
0,18,0.1714286,0.1428571,0.1111111,0.0941799
0,19,0.1428571,0.3928571,0.4736842,0.2055138
0,20,0.5121951,0.04878049,0.5238096,0.3453349
0,21,0.516129,0.06451613,0.2777778,0.2646356
0,22,0.4864865,0.1891892,0.2222222,0.2362362
0,23,0.1212121,0.1515152,0.03703704,0.05274972
0,24,0.2424242,0.06060606,0.3076923,0.1833722
0,25,0.1333333,0.2666667,0.5652174,0.2328502
0,26,0.1764706,0.2941177,0.375,0.1838235
0,27,0.2285714,0.1714286,0.6,0.2761905
0,28,0,0.3,0.24,0.08
0,29,0.25,0.125,0.7083333,0.3194444
0,30,0.3428572,0.1142857,0.1666667,0.1698413
0,31,0.2941177,0.1176471,0.125,0.1397059
0,32,0.1818182,0.1515152,0.36,0.1806061
0,33,0.1333333,0.2,0.1666667,0.1
0,34,0.5294118,0.2352941,0.2142857,0.2478992
0,35,0.2352941,0.1176471,0.4615385,0.2322775
0,36,0.516129,0.1290323,0.0625,0.1928763
0,37,0.4594595,0.1621622,0.15,0.2031531
0,38,0.3125,0.0625,0.2173913,0.1766304
0,39,0.1333333,0.2,0.08695652,0.07342996
0,40,0.1333333,0.3333333,0.1428571,0.09206349
0,41,0.2068966,0.137931,0.1363636,0.1144201
0,42,0.4615385,0.05128205,0.8695652,0.4437012
0,43,0.3125,0.15625,0.7142857,0.3422619
0,44,0,0.4285714,0.0625,0.02083333
0,45,0.2,0.2333333,0.3809524,0.1936508
0,46,0.1176471,0.2941177,0.16,0.09254902
0,47,0.4390244,0.04878049,0.68,0.3730081
0,48,0.2580645,0.1290323,0.6086956,0.28892
0,49,0.2222222,0.2962963,0.1666667,0.1296296
0,50,0.2857143,0.1142857,0.8,0.3619048
0,51,0.3157895,0.1052632,0.03703704,0.1176088
0,52,0,0.1785714,0.04,0.01333333
0,53,0.25,0,0.5384616,0.2628205
0,54,0.1176471,0.3235294,0.5,0.2058824
0,55,0.2666667,0.3,0.368421,0.2116959
0,56,0.2162162,0.2162162,0.5555556,0.2572573
0,57,0.3529412,0.2647059,0.35,0.2343137
0,58,0.2941177,0.3823529,0.7647059,0.3529412
0,59,0,0.3571429,0.04347826,0.01449275
0,60,0.4444444,0.1666667,0.45,0.2981482
0,61,0.3783784,0.05405406,0.44,0.2727928
0,62,0.2580645,0,0.24,0.1660215
0,63,0.3225806,0.06451613,0.4090909,0.2438905
0,64,0.1666667,0.1944444,0.5925926,0.2530864
0,65,0.2580645,0.1290323,0.5,0.2526882
0,66,0.4137931,0.2068966,0.3529412,0.2555781
0,67,0.2352941,0.1176471,0.07692308,0.1040724
0,68,0.4705882,0.1764706,0.2631579,0.244582
0,69,0.3448276,0.2758621,0.4705882,0.2718053
0,70,0.3846154,0.1153846,0.125,0.1698718
0,71,0.3030303,0.2424242,0.3,0.2010101
0,72,0.1428571,0.3214286,0.25,0.1309524
0,73,0.3076923,0.3461539,0.6,0.3025641
0,74,0.1212121,0.2121212,0.1923077,0.1045066
0,75,0.5454546,0.06060606,0.1111111,0.2188552
0,76,0.137931,0.137931,0.3478261,0.161919
