Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,True * 1,False * 1,False * 1,
0,0,0.137931,0.1724138,0.2173913,0.175912
0,1,0.1764706,0,0.7931035,0.3231913
0,2,0.1875,0.34375,0.3333333,0.2881944
0,3,0.2666667,0.06666667,0.3913043,0.2415459
0,4,0.2758621,0.1724138,0.25,0.2327586
0,5,0.4242424,0.1818182,0.5789474,0.3950027
0,6,0.2352941,0.1176471,0.32,0.2243137
0,7,0.5,0.3055556,0.5333334,0.4462963
0,8,0,0.3846154,0.3809524,0.2551893
0,9,0.4516129,0.1290323,0.3333333,0.3046595
0,10,0.5405405,0,0.15,0.2301802
0,11,0.1142857,0.3428572,0.72,0.392381
0,12,0.1333333,0,0.3703704,0.1679012
0,13,0.2352941,0.1764706,0.64,0.3505882
0,14,0,0.2,0.2727273,0.1575758
0,15,0.2857143,0.1714286,0.1666667,0.2079365
0,16,0.4117647,0.1764706,0.55,0.3794118
0,17,0.5365854,0.04878049,0.8636364,0.4830008
0,18,0.25,0.1875,0.3043478,0.2472826
0,19,0.25,0.125,0.1666667,0.1805556
0,20,0.4594595,0.05405406,0.5909091,0.3681408
0,21,0.4,0.1142857,0.2857143,0.2666667
0,22,0.2285714,0.3142857,0.7826087,0.4418219
0,23,0,0.56,0.05882353,0.2062745
0,24,0,0.3636364,0.05555556,0.1397306
0,25,0.5,0.05,0.6521739,0.4007246
0,26,0.3333333,0.2777778,0.7,0.4370371
0,27,0.2352941,0.2352941,0.7826087,0.4177323
0,28,0.4444444,0.1666667,0.75,0.4537037
0,29,0.4848485,0.1515152,0.2777778,0.3047138
0,30,0.2142857,0.2142857,0.4,0.2761905
0,31,0.1666667,0.08333334,0.4,0.2166667
0,32,0.3783784,0.08108108,0.3478261,0.2690952
0,33,0.2666667,0.2,0.4761905,0.3142857
0,34,0.4864865,0.1351351,0.65,0.4238739
0,35,0.1212121,0.3333333,0.4583333,0.3042929
0,36,0,0.6086956,0.06666667,0.2251208
