Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,True * 1,False * 1,False * 1,
0,0,0.4705882,0.1176471,0.4,0.3294118
0,1,0.3030303,0.2424242,0.0952381,0.2135642
0,2,0.1818182,0.1212121,0.7307692,0.3445998
0,3,0.2857143,0.25,0.4705882,0.3354342
0,4,0.2307692,0.07692308,0.1,0.1358974
0,5,0.3703704,0.3703704,0.5384616,0.4264008
0,6,0.4375,0.0625,0.05,0.1833333
0,7,0.3030303,0.2121212,0.2857143,0.2669553
0,8,0.3333333,0.1333333,0.2,0.2222222
0,9,0.1290323,0.2258064,0.2916667,0.2155018
0,10,0.1290323,0.4193548,0.4761905,0.3415259
0,11,0.2580645,0.2580645,0.1428571,0.2196621
0,12,0.16,0.16,0.2,0.1733333
0,13,0.2424242,0.3030303,0.1818182,0.2424242
0,14,0.3870968,0.1612903,0.4444444,0.3309439
0,15,0.1875,0.15625,0.7083333,0.3506944
0,16,0.1935484,0.1935484,0.2173913,0.201496
0,17,0.4736842,0.05263158,0.3043478,0.2768879
0,18,0.3636364,0.06060606,0.4347826,0.2863417
0,19,0.1904762,0.2857143,0.2666667,0.2476191
0,20,0.125,0.125,0.1851852,0.1450617
0,21,0.3157895,0.131579,0.96,0.4691228
0,22,0.2941177,0.1764706,0.4347826,0.3017903
0,23,0,0.1515152,0.03333334,0.06161616
0,24,0,0.16,0.1304348,0.09681159
0,25,0,0.2903226,0.04,0.1101075
0,26,0.4864865,0.2702703,0.125,0.2939189
0,27,0.3333333,0.2333333,0.5,0.3555556
0,28,0.2068966,0.137931,0.2727273,0.2058516
0,29,0.1481481,0.3333333,0.1052632,0.1955816
0,30,0.2424242,0.06060606,0.03846154,0.1138306
0,31,0.1428571,0.2857143,0.2,0.2095238
0,32,0.2424242,0.06060606,0.2307692,0.1779332
0,33,0,0.3076923,0.1428571,0.1501832
0,34,0.4242424,0.1515152,0.3157895,0.2971824
0,35,0.5,0.125,0.7058824,0.4436274
