Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore
Weight,-->,1,0,0,0,0,0,0,
MAX[1/ 1/ 1/ 0/ 1],min[1/ 1/ 4/ 1/ 1],,,,,,,,
0,0,0.06060606,0.25,0,0,0,0,0,0.155303
0,1,0.3636364,0.3611111,0,0,0.08333334,0,0,0.3623737
0,2,0.2121212,0.3611111,0,0,0,0,0,0.2866161
0,3,0.3333333,0.4722222,0.125,0,0,0,0,0.4027778
0,4,0.3636364,0.25,0.125,0,0,0,0,0.3068182
0,5,0.3939394,0.25,0.375,0,0,0,0,0.3219697
0,6,0.3333333,0.3611111,0.125,0,0,0,0.1904762,0.3472222
0,7,0.3939394,0,0.25,1,0,0,0,0.1969697
0,8,0.4242424,0.25,0.25,0,0,0,0.1190476,0.3371212
0,9,0.3636364,0,0,1,0,0,0,0.1818182
0,10,0.5151515,0.1111111,0.125,1,0.125,0,0,0.3131313
0,11,0.3636364,0.4722222,0.125,0,0.0625,0.6666667,0.04761905,0.4179293
0,12,0.3939394,0.25,0.5,0,0.0625,0.75,0,0.3219697
0,13,0.1515152,0,0,1,0,0,0,0.07575758
0,14,0.4545455,0.4722222,0.25,0,0,0.75,0.04761905,0.4633839
0,15,0.1212121,0.25,0,0,0.0625,0,0,0.1856061
0,16,0.06060606,0.3611111,0,0,0,0,0,0.2108586
0,17,0.06060606,0.25,0,0,0,0,0,0.155303
0,18,0.09090909,0.25,0,0,0,0,0,0.1704545
0,19,0.3030303,0.25,0,0,0,0,0,0.2765152
0,20,0.5454546,0.3611111,0.125,0,0,0,0,0.4532828
0,21,0.2727273,0.4722222,0,0,0,0,0,0.3724747
0,22,0.3939394,0.25,0.375,0,0,0,0.0952381,0.3219697
0,23,0.1212121,0.25,0.125,0,0,0,0,0.1856061
0,24,0.2424242,0.3611111,0.125,0,0,0,0,0.3017677
0,25,0.4545455,0.25,0.5,0,0.08333334,0.5,0.3095238,0.3522727
0,26,0.4242424,0,0.125,1,0.09375,0,0,0.2121212
0,27,0.3333333,0.25,0,0,0,0,0,0.2916667
0,28,0.4848485,0.4722222,0.125,0,0,0.6666667,0,0.4785354
0,29,0.4242424,0.3611111,0.375,0,0.08333334,0,0,0.3926768
0,30,0.3939394,0.3055556,0.25,0,0,0,0,0.3497475
0,31,0.2424242,0.25,0,0,0.09375,1,0,0.2462121
