Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore
Weight,-->,1,0,0,0,0,0,0,
MAX[1/ 1/ 1/ 0/ 0],min[1/ 1/ 4/ 1/ 0],,,,,,,,
0,0,0.2619048,0,0,0,0.1285714,0,0.134687,0.04444445
0,1,0.2380952,0,0.125,0,0.1,0,0,0.004365079
0,2,0.2142857,0,0.125,0,0,0,0,0.0297619
0,3,0.3333333,0,0,0,0.06785715,0,0,0.08849207
0,4,0.2857143,0,0,0,0.2458333,0,0.7284313,0.01329365
0,5,0.2380952,0,0.125,0,0.03571429,0,0.1982037,0.02579365
0,6,0.2857143,0,0.125,0,0.04166667,0,0,0.03968254
0,7,0.1904762,0,0,0,0.07142857,0,0,0.03968254
0,8,0.1904762,0,0,0,0,0,0,0.06349207
0,9,0.2380952,0,0.375,0,0.05,0,0.1666667,-0.06230159
0,10,0.2857143,0,0,0,0.1053571,0,0,0.06011905
0,11,0.2619048,0,0,0,0.1375,0,0.1505847,0.04146826
0,12,0.3333333,0,0,0,0.175,0,0.1064794,0.05277778
0,13,0.2619048,0,0.125,0,0,0,0,0.04563493
0,14,0.1904762,0,0.125,0,0.04166667,0,0.1467209,0.007936508
0,15,0.2380952,0,0.25,0,0,0,0,-0.003968254
0,16,0.3571429,0,0.375,0,0,0,0.04761905,-0.005952378
0,17,0.2380952,0,0.25,0,0.07142857,0,0.1467209,-0.02777778
0,18,0.04761905,0,0,0,0,0,0,0.01587302
0,19,0.2380952,0,0.125,0,0.02083333,0,0,0.03075397
0,20,0.0952381,0,0,0,0.04166667,0,0,0.01785714
0,21,0.2142857,0,0,0,0,0,0,0.07142857
0,22,0.2619048,0,0.125,0,0.1541667,0,0.0952381,-0.005753964
0,23,0.2380952,0,0,0,0.1904762,0,0,0.01587301
0,24,0.0952381,0,0,0,0,0,0,0.03174603
0,25,0.2142857,0,0,0,0.1375,0,0.1904762,0.02559524
0,26,0.04761905,0,0,0,0.025,0,0,0.007539683
0,27,0.2619048,0,0.125,0,0.0625,0,0,0.02480159
0,28,0.07142857,0,0,0,0,0,0,0.02380952
0,29,0.2380952,0,0,0,0.05,0,0,0.06269841
0,30,0.04761905,0,0,0,0,0,0,0.01587302
0,31,0.3333333,0,0.125,0,0.1666667,0,0.294266,0.01388889
0,32,0.2619048,0,0.125,0,0.03571429,0,0,0.03373016
0,33,0.2619048,0,0,0,0,0,0,0.08730159
0,34,0.0952381,0,0,0,0,0,0,0.03174603
0,35,0.2380952,0,0,0,0.25,0,0,-0.003968254
0,36,0.2380952,0,0,0,0.01785714,0,0,0.0734127
0,37,0.2142857,0,0.375,0,0.05,0,0,-0.0702381
0,38,0.1190476,0,0,0,0.04166667,0,0,0.02579365
0,39,0.1428571,0,0.25,0,0,0,0,-0.03571428
0,40,0.0952381,0,0.125,0,0,0,0,-0.009920634
0,41,0.1666667,0,0.125,0,0.125,0,0,-0.02777778
0,42,0.2142857,0,0,0,0.046875,0,0,0.05580357
0,43,0.2857143,0,0,0,0.2625,0,0,0.007738104
0,44,0.3095238,0,0,0,0,0,0,0.1031746
0,45,0.2142857,0,0,0,0,0,0,0.07142857
0,46,0.0952381,0,0,0,0,0,0,0.03174603
0,47,0.0952381,0,0,0,0,0,0,0.03174603
0,48,0.07142857,0,0,0,0.1416667,0,0,-0.0234127
0,49,0.1904762,0,0,0,0.2052083,0,0,-0.004910713
0,50,0.07142857,0,0,0,0,0,0,0.02380952
0,51,0.2619048,0,0.25,0,0.08333334,0,0,-0.02380952
0,52,0.1428571,0,0,0,0,0,0,0.04761905
0,53,0.2380952,0,0,0,0,0,0,0.07936508
0,54,0.1666667,0,0,0,0.08333334,0,0,0.02777778
0,55,0.3095238,0,0.125,0,0,0,0,0.06150794
0,56,0.1666667,0,0,0,0,0,0,0.05555556
0,57,0.2619048,0,0,0,0,0,0,0.08730159
0,58,0.2380952,0,0,0,0,0,0,0.07936508
0,59,0.07142857,0,0,0,0,0,0,0.02380952
0,60,0.07142857,0,0,0,0.025,0,0,0.01547619
0,61,0.3095238,0,0.375,0,0.1145833,0,0.05323971,-0.06001984
0,62,0.1190476,0,0,0,0.05,0,0,0.02301587
0,63,0.04761905,0,0,0,0,0,0,0.01587302
0,64,0.2142857,0,0,0,0.1666667,0,0,0.01587301
0,65,0.1190476,0,0.125,0,0,0,0,-0.001984127
0,66,0.3333333,0,0.25,0,0,0,0,0.02777778
0,67,0.1428571,0,0,0,0,0,0,0.04761905
0,68,0.2619048,0,0.125,0,0,0,0,0.04563493
0,69,0.0952381,0,0,0,0.05,0,0,0.01507937
0,70,0.1428571,0,0,0,0.01785714,0,0,0.04166667
0,71,0.0952381,0,0,0,0.025,0,0,0.0234127
0,72,0.2142857,0,0,0,0.125,0,0,0.0297619
0,73,0.2619048,0,0.125,0,0,0,0,0.04563493
0,74,0.2142857,0,0,0,0.08333334,0,0,0.04365079
0,75,0.0952381,0,0,0,0.04166667,0,0,0.01785714
0,76,0.2619048,0,0.125,0,0,0,0,0.04563493
0,77,0.2619048,0,0,0,0,0,0,0.08730159
0,78,0.2619048,0,0.125,0,0,0,0.4517539,0.04563493
0,79,0.2619048,0,0.125,0,0,0,0,0.04563493
0,80,0.3095238,0,0.375,0,0,0,0,-0.02182539
0,81,0.1904762,0,0,0,0,0,0,0.06349207
0,82,0.2380952,0,0.125,0,0.0875,0,0.0952381,0.008531746
0,83,0.04761905,0,0,0,0,0,0,0.01587302
0,84,0.2380952,0,0.375,0,0,0,0,-0.04563492
0,85,0.2619048,0,0,0,0,0,0,0.08730159
0,86,0.1666667,0,0.125,0,0,0,0,0.01388889
0,87,0.2619048,0,0,0,0.04166667,0,0.2380952,0.0734127
0,88,0.3571429,0,0.125,0,0,0,0,0.07738096
0,89,0.2142857,0,0,0,0,0,0,0.07142857
0,90,0.3095238,0,0.125,0,0.03571429,0,0.4285714,0.04960318
0,91,0.04761905,0,0,0,0,0,0,0.01587302
0,92,0.2619048,0,0,0,0.1,0,0,0.05396826
0,93,0.07142857,0,0,0,0,0,0,0.02380952
0,94,0.3095238,0,0.125,0,0.02083333,0,0,0.0545635
0,95,0.2380952,0,0,0,0,0,0,0.07936508
0,96,0.07142857,0,0,0,0,0,0,0.02380952
0,97,0.1428571,0,0,0,0.05,0,0,0.03095238
0,98,0.2619048,0,0.125,0,0,0,0,0.04563493
0,99,0.2619048,0,0.25,0,0.0625,0,0,-0.01686507
1,0,0.1428571,0,0,0,0,0,0,0.04761905
1,1,0.1428571,0,0,0,0,0,0,0.04761905
1,2,0.1428571,0,0,0,0,0,0,0.04761905
1,3,0.1428571,0,0,0,0,0,0,0.04761905
1,4,0.2380952,0,0,0,0.09375,0,0,0.04811508
1,5,0.2380952,0,0,0,0.08928572,0,0,0.04960318
1,6,0.3095238,0,0.125,0,0.03571429,0,0.4285714,0.04960318
1,7,0.3095238,0,0.125,0,0.03571429,0,0,0.04960318
1,8,0.3095238,0,0.125,0,0.03571429,0,0.4517539,0.04960318
1,9,0.3095238,0,0.125,0,0.03571429,0,0.4285714,0.04960318
1,10,0.3333333,0,0,0,0.175,0,0.1064794,0.05277778
1,11,0.3333333,0,0,0,0.175,0,0.1064794,0.05277778
1,12,0.3333333,0,0,0,0.175,0,0.3194382,0.05277778
1,13,0.3333333,0,0,0,0.175,0,0.1064794,0.05277778
1,14,0.2142857,0,0,0,0.05357143,0,0,0.05357143
1,15,0.2857143,0,0.125,0,0,0,0,0.05357143
1,16,0.2619048,0,0,0,0.1,0,0.7284313,0.05396826
1,17,0.2619048,0,0,0,0.1,0,0,0.05396826
1,18,0.2619048,0,0,0,0.1,0,0,0.05396826
1,19,0.2619048,0,0,0,0.1,0,0,0.05396826
1,20,0.3095238,0,0.125,0,0.02083333,0,0,0.0545635
