Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore
Weight,-->,1,0,0,0,0,0,0,
MAX[1/ 1/ 1/ 0/ 0],min[1/ 1/ 4/ 1/ 1],,,,,,,,
0,0,0.2307692,0.4722222,0.25,0,0.02083333,0.6666667,0.02380952,-0.004063644
0,1,0.3589744,0,0.125,0,0,0,0,0.05849359
0,2,0.2307692,0,0.25,1,0,0,0.1428571,0.0309066
0,3,0.2307692,0.25,0,0,0,0.6666667,0,0.05769231
0,4,0.1025641,0.3611111,0,0,0,0,0,0.02564103
0,5,0.05128205,0.3611111,0,0,0,0,0,0.01282051
0,6,0.2051282,0,0,0,0.1666667,0,0,0.009615384
0,7,0.2820513,0,0.25,0,0,0,0,0.008012824
0,8,0.3846154,0.1111111,0.125,1,0.04166667,0,0,0.05448718
0,9,0.3333333,0,0.125,0,0.1666667,0,0,0.01041667
0,10,0.2051282,0,0,1,0,0,0,0.05128205
0,11,0.2051282,0,0,1,0,0,0,0.05128205
0,12,0.3076923,0,0,0,0.03125,0,0,0.06911058
0,13,0.3076923,0.1111111,0.125,1,0,0,0,0.04567308
0,14,0.4102564,0.3611111,0.25,0,0,0.6666667,0.1428571,0.07577839
0,15,0.05128205,0,0,0,0,0,0,0.01282051
0,16,0.1538462,0.25,0,0,0.125,0,0,0.00721154
0,17,0.05128205,0,0,0,0,0,0,0.01282051
0,18,0.05128205,0.25,0,0,0,0,0,0.01282051
0,19,0.4358974,0,0,0,0.1875,0,0,0.06209936
0,20,0.3589744,0,0.25,1,0.08333334,0,0.7142857,0.1849817
0,21,0.2307692,0.4722222,0.25,0,0,0,0,-0.004807692
0,22,0.1282051,0,0,0,0.0625,0,0,0.01642628
0,23,0.3076923,0,0.125,0,0,0,0,0.04567308
0,24,0.3589744,0,0,0,0,0,0,0.08974359
0,25,0.1282051,0,0,0,0,0,0,0.03205128
0,26,0.2051282,0.1111111,0,1,0.3354167,0,0,-0.03257212
0,27,0.4358974,0,0,0,0.1083333,0,0,0.08189103
0,28,0.4102564,0.25,0.25,0,0.09375,0,0,0.0166266
0,29,0.4615385,0,0.375,0,0.09375,0,0,-0.001802884
0,30,0.3846154,0,0.125,0,0,0,0,0.06490385
0,31,0.2564103,0,0.375,0,0,0,0,-0.02964743
0,32,0.05128205,0.25,0,0,0,0,0,0.01282051
0,33,0.05128205,0,0,0,0.06666667,0,0,-0.003846155
0,34,0.2051282,0.2222222,0.125,1,0.125,0,0.1428571,0.02449634
0,35,0.07692308,0.25,0,0,0,0,0,0.01923077
0,36,0.3076923,0.3611111,0.25,0,0.1145833,0,0,-0.01422275
0,37,0.07692308,0,0,0,0.025,0,0.1505847,0.05062693
0,38,0.1025641,0,0,0,0,0,0,0.02564103
0,39,0.07692308,0.25,0.125,0,0,0,0,-0.01201923
0,40,0.4102564,0.3611111,0,0,0.08333334,0.75,0,0.08173077
0,41,0.4615385,0,0,0,0.1875,0,0,0.06850962
0,42,0.2051282,0,0,0,0,0,0,0.05128205
0,43,0.1025641,0.3611111,0,0,0,0,0,0.02564103
