Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,True * 1,False * 1,False * 1,
0,0,0.1428571,0.3214286,0.4,0.2880952
0,1,0,0.3928571,0.3636364,0.2521645
0,2,0.2666667,0.2666667,0.55,0.3611111
0,3,0.2702703,0.2162162,0.8,0.4288288
0,4,0.4222222,0.08888889,0.6538461,0.3883191
0,5,0.3870968,0.06451613,0.4,0.283871
0,6,0.3703704,0,0.368421,0.2462638
0,7,0.3333333,0.1333333,0.1,0.1888889
0,8,0.4736842,0.1578947,0.7619048,0.4644946
0,9,0,0.1818182,0.5333334,0.2383838
0,10,0.3870968,0,0.6190476,0.3353815
0,11,0.1333333,0.1333333,0.24,0.1688889
0,12,0,0.28125,0.03703704,0.1060957
0,13,0.4242424,0.1818182,0.2105263,0.2721956
0,14,0.1935484,0.1290323,0.4583333,0.2603047
0,15,0.2142857,0.5,0.7333333,0.4825397
0,16,0.2424242,0.1818182,0.2083333,0.2108586
0,17,0.3125,0.0625,0.5217391,0.298913
0,18,0.3783784,0.1621622,0.9130435,0.484528
0,19,0.2758621,0.1724138,0.55,0.3327586
0,20,0,0.5416667,0.2352941,0.2589869
0,21,0.125,0.1875,0.1153846,0.1426282
0,22,0,0.137931,0.1481481,0.09535973
0,23,0.2702703,0.1891892,0.32,0.2598198
0,24,0.1818182,0.1212121,0.4615385,0.2548563
0,25,0.2666667,0.2,0.75,0.4055555
0,26,0,0.2857143,0.04347826,0.1097309
0,27,0.2777778,0.1111111,0.5384616,0.3091168
0,28,0.2162162,0.1621622,0.1481481,0.1755088
0,29,0.3225806,0.1290323,0.3,0.2505376
0,30,0.3333333,0.05555556,0.88,0.422963
0,31,0.3529412,0.1764706,0.3636364,0.2976827
0,32,0.25,0.1875,0.173913,0.2038043
0,33,0.2962963,0.3703704,0.375,0.3472222
0,34,0.4375,0.25,0.2941177,0.3272059
0,35,0.368421,0.1052632,0.36,0.2778947
0,36,0.4411765,0.05882353,0.6,0.3666667
