Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,True * 1,False * 1,False * 1,False * 1,
0,0,0.1333333,0.1333333,0.32,0.1511111
0,1,0.6060606,0.06060606,0.3125,0.3061869
0,2,0.4193548,0.1612903,0.3529412,0.257432
0,3,0.6666667,0.1025641,0.875,0.5138889
0,4,0.1290323,0.2903226,0.173913,0.1009818
0,5,0.4242424,0.2727273,0.4117647,0.2786691
0,6,0.3333333,0.1333333,0.15,0.1611111
0,7,0.137931,0.137931,0.5416667,0.2265326
0,8,0.3214286,0.1428571,0.2222222,0.1812169
0,9,0.4375,0.1875,0.7777778,0.4050926
0,10,0,0.4,0.05263158,0.01754386
0,11,0.4242424,0.09090909,0.6,0.3414142
0,12,0.4571429,0.2285714,0.8235294,0.4268908
0,13,0.6153846,0.1025641,1,0.5384616
0,14,0.1333333,0.1333333,0.32,0.1511111
0,15,0.2352941,0.2647059,0.4782609,0.2378517
0,16,0.1333333,0.4666667,0.3157895,0.1497076
0,17,0.3333333,0.1,0.55,0.2944444
0,18,0.1290323,0.1935484,0.4166667,0.1818996
0,19,0.5142857,0.1714286,0.4444444,0.3195767
0,20,0,0.3703704,0.1363636,0.04545455
0,21,0.2352941,0.05882353,0.1851852,0.1401598
0,22,0.3157895,0,0.1724138,0.1627344
0,23,0.2285714,0.2285714,0.875,0.3678572
0,24,0.3157895,0.2368421,0.4347826,0.2501907
0,25,0.3125,0.0625,0.2608696,0.1911232
0,26,0.3783784,0.1081081,0.125,0.1677928
0,27,0,0.2,0.7307692,0.2435897
0,28,0.4117647,0.1176471,0.3,0.2372549
0,29,0.4,0.1714286,0.85,0.4166667
0,30,0.3703704,0.2592593,0.4666667,0.2790124
0,31,0.2222222,0.1111111,0.8148148,0.345679
0,32,0.4545455,0.1212121,0.2222222,0.2255892
0,33,0.6585366,0,0.8823529,0.5136299
0,34,0.4666667,0.1333333,0.625,0.3638889
0,35,0.1212121,0.3333333,0.1304348,0.0838823
0,36,0.1428571,0.3571429,0.25,0.1309524
0,37,0,0.1724138,0.4230769,0.1410256
0,38,0.1481481,0.3333333,0.2105263,0.1195582
0,39,0.6046512,0.1395349,0.8888889,0.4978467
0,40,0.3157895,0.1842105,0.2,0.1719298
0,41,0.2307692,0.3076923,0.1176471,0.1161388
0,42,0.3428572,0.1142857,0.5217391,0.2881988
0,43,0.2962963,0.07407407,0.15,0.1487654
0,44,0.2068966,0.06896552,0.5217391,0.2428786
0,45,0.2666667,0.2666667,0.6,0.2888889
0,46,0.2962963,0.07407407,0.15,0.1487654
0,47,0.16,0.08,0.1904762,0.1168254
0,48,0.1714286,0.1714286,0.3846154,0.185348
0,49,0.2352941,0.1764706,0.16,0.1317647
0,50,0.25,0.0625,0.6,0.2833333
0,51,0.2941177,0.2352941,0.4090909,0.2344029
0,52,0.1290323,0.1290323,0.2307692,0.1199338
0,53,0.2962963,0.1481481,0.6315789,0.3092918
0,54,0.2857143,0.1428571,0.25,0.1785714
0,55,0.2580645,0.1935484,0.2272727,0.1617791
0,56,0.3333333,0.1333333,0.2,0.1777778
0,57,0.2,0.2333333,0.4285714,0.2095238
0,58,0.1290323,0.06451613,0.4814815,0.2035046
0,59,0.3,0.1,0.9642857,0.4214286
0,60,0.4242424,0.1212121,0.65,0.3580808
0,61,0.2580645,0.1290323,0.3913043,0.2164563
0,62,0.1212121,0.1818182,0.3703704,0.1638608
0,63,0.137931,0.2413793,0.09090909,0.07628004
0,64,0,0.4137931,0.173913,0.05797102
0,65,0.2142857,0.1785714,0.35,0.1880952
0,66,0,0.2962963,0.1363636,0.04545455
0,67,0,0.2413793,0.04,0.01333333
0,68,0.4166667,0.05555556,0.4545455,0.2904041
0,69,0.3571429,0.1785714,0.1176471,0.1582633
0,70,0.4,0.1333333,0.4736842,0.2912281
0,71,0.375,0.125,0.0952381,0.156746
0,72,0.3076923,0.3846154,0.2857143,0.1978022
0,73,0.2162162,0.1351351,0.8571429,0.3577864
0,74,0.2758621,0.3103448,0.2352941,0.1703854
0,75,0.2702703,0.2432432,0.2916667,0.1873123
0,76,0.1935484,0.1935484,0.5217391,0.2384292
