Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
True * 1,False * 1,False * 1,False * 1,False * 1,
0,0,0.1111111,0.3333333,0.7777778,0.4074074
0,1,0.4516129,0.1290323,0.7777778,0.4528076
0,2,0,0.4761905,0.06666667,0.1809524
0,3,0.3225806,0,0.6521739,0.3249182
0,4,0.1290323,0.1290323,0.5384616,0.2655087
0,5,0.2105263,0.1578947,0.7586207,0.3756806
0,6,0.2777778,0.1666667,0.36,0.2681482
0,7,0.2222222,0.3333333,0.2857143,0.2804233
0,8,0.1428571,0.5,0.125,0.2559524
0,9,0.2857143,0.2571429,0.7727273,0.4385282
0,10,0.3703704,0.2962963,0.2666667,0.3111111
0,11,0.2222222,0.07407407,0.4761905,0.2574956
0,12,0.5882353,0.05882353,0.7647059,0.4705882
0,13,0,0.3571429,0.04545455,0.1341991
0,14,0,0.2916667,0.5,0.2638889
0,15,0.4102564,0.1025641,0.6,0.3709402
0,16,0,0.16,0.04347826,0.06782608
0,17,0.4324324,0,0.08,0.1708108
0,18,0.3529412,0.1176471,0.4782609,0.316283
0,19,0.3333333,0.1333333,0.35,0.2722222
0,20,0.1176471,0,0.3225806,0.1467426
0,21,0.4210526,0.1052632,0.7391304,0.4218154
0,22,0.2,0.2333333,0.2380952,0.2238095
0,23,0.1428571,0.25,0.1428571,0.1785714
0,24,0.516129,0,0.1666667,0.2275986
0,25,0.3870968,0.2580645,0.375,0.3400538
0,26,0.25,0.125,0.5,0.2916667
0,27,0.1935484,0.1290323,0.375,0.2325269
0,28,0.5405405,0.1081081,0.1,0.2495495
0,29,0.1538462,0.1538462,0.0952381,0.1343101
0,30,0.25,0.25,0.5,0.3333333
0,31,0.3125,0.21875,0.3,0.2770833
0,32,0.4848485,0.1515152,0.5,0.3787879
0,33,0.2285714,0.1142857,0.2222222,0.1883598
0,34,0.137931,0.4137931,0.3157895,0.2891712
0,35,0.1481481,0.2592593,0.4,0.2691358
0,36,0.1481481,0.07407407,0.08695652,0.1030596
