Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,True * 1,False * 1,False * 1,
0,0,0.3428572,0.1142857,0.3333333,0.2253968
0,1,0.4117647,0.05882353,0.5,0.3039216
0,2,0.2424242,0.1212121,0.16,0.1341414
0,3,0.2857143,0.1714286,0.8260869,0.3706004
0,4,0.1818182,0.5454546,0.1818182,0.1212121
0,5,0.1875,0.21875,0.5652174,0.2509058
0,6,0.4210526,0.05263158,0.9166667,0.4459064
0,7,0.1538462,0.1538462,0.2857143,0.1465202
0,8,0.137931,0.2068966,0.1304348,0.08945527
0,9,0.4242424,0.06060606,0.7619048,0.3953824
0,10,0.2941177,0.05882353,0.32,0.2047059
0,11,0.3125,0,0.125,0.1458333
0,12,0.3448276,0.2068966,0.2222222,0.1890166
0,13,0.3636364,0.06060606,0.2727273,0.2121212
0,14,0.3243243,0.1621622,0.4,0.2414414
0,15,0.3225806,0.06451613,0.8181818,0.3802541
0,16,0.4722222,0.1666667,0.6842105,0.3854776
0,17,0.3225806,0.1935484,0.5,0.2741936
0,18,0.6,0.1,0.8333333,0.4777778
0,19,0.3783784,0.05405406,0.6,0.3261261
0,20,0.1290323,0.3870968,0.5,0.2096774
0,21,0.4285714,0,0.5909091,0.3398268
0,22,0.3333333,0.1111111,0.2916667,0.2083333
0,23,0.3076923,0.1538462,0.5555556,0.2877493
0,24,0.2571429,0.3428572,0.3809524,0.2126984
0,25,0.2777778,0.2222222,0.25,0.1759259
0,26,0.3783784,0.1081081,0.4166667,0.265015
0,27,0,0.3846154,0.04761905,0.01587302
0,28,0,0.05882353,0.4545455,0.1515152
0,29,0.4888889,0.04444445,0.9615384,0.4834758
0,30,0.2580645,0.06451613,0.375,0.2110215
0,31,0.4210526,0.05263158,0.6666667,0.3625731
0,32,0.2777778,0.2777778,0.7391304,0.3389694
0,33,0.2727273,0.2121212,0.4761905,0.2496393
0,34,0.2580645,0.1935484,0.09090909,0.1163245
0,35,0.3030303,0.1818182,0.04545455,0.1161616
0,36,0.3783784,0.1621622,0.5909091,0.3230958
0,37,0.2580645,0.2580645,0.1428571,0.1336406
0,38,0,0.2580645,0.2222222,0.07407407
0,39,0.516129,0.1290323,0.5882353,0.3681214
0,40,0.2424242,0.3030303,0.6190476,0.2871573
0,41,0.2647059,0.1764706,0.3636364,0.2094474
0,42,0.1333333,0.06666667,0.07692308,0.07008547
0,43,0.3888889,0.05555556,0.7083333,0.3657407
0,44,0.3030303,0.3333333,0.2631579,0.1887294
0,45,0.2666667,0.2,0.0952381,0.1206349
0,46,0.1212121,0.1818182,0.6296296,0.2502806
0,47,0.5945946,0.05405406,0.2222222,0.2722723
0,48,0.2352941,0.2352941,0.5833333,0.2728758
0,49,0.4864865,0.1081081,0.9047619,0.4637495
0,50,0.5714286,0.2285714,0.6428571,0.4047619
0,51,0.4,0.06666667,0.6315789,0.3438596
0,52,0.1212121,0.2424242,0.64,0.2537374
0,53,0.1538462,0.3846154,0.4444444,0.1994302
0,54,0.2352941,0.1764706,0.4347826,0.2233589
0,55,0.2857143,0.05714286,0.3846154,0.2234432
0,56,0.1935484,0.1935484,0.5652174,0.2529219
0,57,0,0.4848485,0.04,0.01333333
0,58,0.2941177,0.0882353,0.25,0.1813726
0,59,0.2857143,0.2857143,0.3636364,0.2164502
0,60,0.3823529,0.1176471,0.0952381,0.159197
0,61,0.4285714,0,0.4736842,0.3007519
0,62,0.3030303,0.1212121,0.1304348,0.1444884
0,63,0.1764706,0.1764706,0.2307692,0.1357466
0,64,0.1333333,0.4666667,0.1052632,0.07953217
0,65,0.1428571,0.3214286,0.2,0.1142857
0,66,0.3529412,0.2058824,0.6190476,0.3239963
0,67,0.2666667,0.2,0.15,0.1388889
0,68,0.16,0.24,0.4210526,0.1936842
0,69,0.2777778,0.1111111,0.3846154,0.2207977
0,70,0.3888889,0.1666667,0.1818182,0.1902357
0,71,0.6,0.125,0.8888889,0.4962963
0,72,0.2424242,0.2424242,0.3043478,0.1822574
0,73,0.2068966,0.2068966,0.5238096,0.2435687
0,74,0.1935484,0.1290323,0.08333334,0.0922939
