Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,0,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,False * 1,False * 1,True * 1,
0,0,0.2702703,0.2702703,0.5416667,0.4059685
0,1,0.2142857,0.1785714,0.55,0.3642857
0,2,0.4,0.2285714,0.75,0.4892857
0,3,0,0.2962963,0.04347826,0.1698873
0,4,0.2857143,0.3571429,0.25,0.3035714
0,5,0,0.4516129,0.125,0.2883064
0,6,0.4324324,0.1351351,0.3809524,0.2580438
0,7,0.375,0.25,0.4210526,0.3355263
0,8,0.1481481,0.1851852,0.4761905,0.3306878
0,9,0,0.137931,0.2592593,0.1985951
0,10,0.137931,0.4137931,0.1578947,0.2858439
0,11,0.25,0.5,0.125,0.3125
0,12,0.2777778,0.1666667,0.44,0.3033333
0,13,0.6,0,0.1875,0.09375
0,14,0.1666667,0.25,0.2222222,0.2361111
0,15,0.1481481,0.4444444,0.2,0.3222222
0,16,0.1481481,0.2222222,0.45,0.3361111
0,17,0.4705882,0.1176471,0.55,0.3338235
0,18,0.2580645,0.1935484,0.4545455,0.3240469
0,19,0,0.3103448,0.1666667,0.2385058
0,20,0.5333334,0.06666667,0.2941177,0.1803922
0,21,0.25,0.1875,0.08695652,0.1372283
0,22,0.3333333,0.07142857,0.8571429,0.4642857
0,23,0.3030303,0.1515152,0.2727273,0.2121212
0,24,0.3125,0.1875,0.2380952,0.2127976
0,25,0.5151515,0.06060606,0.3888889,0.2247475
0,26,0,0.4137931,0.04545455,0.2296238
0,27,0.3125,0.1875,0.1578947,0.1726974
0,28,0,0.2903226,0.1538462,0.2220844
0,29,0.4594595,0.1081081,0.2380952,0.1731017
0,30,0.4516129,0.2580645,0.1875,0.2227823
0,31,0.4615385,0.05128205,0.125,0.08814102
0,32,0.4210526,0.1052632,0.2608696,0.1830664
0,33,0.2352941,0.2058824,0.3913043,0.2985933
0,34,0.1935484,0.3225806,0.55,0.4362903
0,35,0.5,0.1944444,0.2352941,0.2148693
0,36,0.137931,0.137931,0.2916667,0.2147988
0,37,0.2162162,0.1081081,0.2068966,0.1575023
0,38,0.4,0.1142857,0.04545455,0.07987013
0,39,0.1333333,0.1666667,0.375,0.2708333
0,40,0.2142857,0,0.08695652,0.04347826
0,41,0.3125,0.28125,0.2105263,0.2458882
0,42,0.4705882,0.05882353,0.45,0.2544118
0,43,0.2962963,0.3333333,0.125,0.2291667
0,44,0.2222222,0.1111111,0.3703704,0.2407407
0,45,0.1290323,0.1612903,0.04,0.1006452
0,46,0.3783784,0.05405406,0.2,0.127027
0,47,0.1875,0.15625,0.25,0.203125
0,48,0,0.28,0.04761905,0.1638095
