Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore
Weight,-->,1,0,0,0,0,0,0,
MAX[1/ 1/ 1/ 0/ 1],min[1/ 1/ 4/ 1/ 1],,,,,,,,
0,0,0.3125,0.1111111,0.125,1,0,0,0,0.2118056
0,1,0.5,0,0.375,1,0.04166667,0,0,0.25
0,2,0.15625,0.3055556,0,0,0.0625,0,0,0.2309028
0,3,0.34375,0.25,0,0,0,0,0,0.296875
0,4,0.34375,0.25,0.25,0,0,0.5,0.0952381,0.296875
0,5,0.375,0.25,0.25,0,0,0,0,0.3125
0,6,0.15625,0.25,0,0,0,0,0,0.203125
0,7,0.4375,0.3611111,0,0,0.08333334,0,0,0.3993056
0,8,0.4375,0.25,0.125,0,0,0,0,0.34375
0,9,0.34375,0.1111111,0,1,0.125,0,0,0.2274306
0,10,0.09375,0.25,0,0,0,0,0,0.171875
0,11,0.34375,0,0,1,0.125,0,0,0.171875
0,12,0.0625,0.25,0,0,0.03125,0,0,0.15625
0,13,0.40625,0,0.125,1,0.1875,0,0,0.203125
0,14,0.0625,0.3611111,0,0,0,0,0,0.2118056
0,15,0.59375,0,0,1,0,0,0,0.296875
0,16,0.4375,0.25,0,0,0,1,0,0.34375
0,17,0.4375,0.25,0.25,0,0,0,0,0.34375
0,18,0.0625,0.3611111,0,0,0,0,0,0.2118056
0,19,0.34375,0.25,0,0,0,0,0,0.296875
0,20,0.28125,0.1111111,0.125,1,0,0,0,0.1961806
0,21,0.09375,0.25,0.125,0,0,0,0,0.171875
0,22,0.09375,0.25,0.125,0,0.125,0,0.0952381,0.171875
0,23,0.3125,0.1111111,0,1,0.0625,0,0,0.2118056
0,24,0.34375,0.1111111,0.125,1,0,0,0,0.2274306
0,25,0.375,0,0,1,0,0,0,0.1875
0,26,0.28125,0.25,0.375,0,0,0.6666667,0,0.265625
0,27,0.09375,0.25,0,0,0,0,0,0.171875
0,28,0.28125,0.25,0.375,0,0.0625,0,0,0.265625
0,29,0.0625,0.25,0,0,0,0,0,0.15625
0,30,0.09375,0.25,0,0,0.0625,0,0,0.171875
0,31,0.0625,0.3055556,0,0,0,0,0,0.1840278
0,32,0.46875,0.25,0,0,0.08333334,0.3333333,0,0.359375
0,33,0.5625,0.5833334,0.125,0,0.2916667,0.3333333,0.02380952,0.5729167
0,34,0.53125,0.25,0.375,0,0,0,0,0.390625
