Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,False * 1,True * 1,False * 1,
0,0,0.2,0.1333333,0.5217391,0.2405797
0,1,0.125,0.21875,0.64,0.255
0,2,0.1081081,0.1081081,0.09677419,0.0682941
0,3,0.2758621,0.06896552,0.1363636,0.1374086
0,4,0,0.4615385,0.05263158,0.01754386
0,5,0.3529412,0.3235294,0.1111111,0.1546841
0,6,0.25,0.3125,0.3157895,0.1885965
0,7,0.3333333,0.4,0.125,0.1527778
0,8,0.3125,0.15625,0.5714286,0.2946429
0,9,0.3125,0.0625,0.4782609,0.263587
0,10,0.2777778,0.25,0.5652174,0.2809984
0,11,0.3243243,0.1621622,0.3043478,0.2095574
0,12,0.6060606,0.1212121,0.07142857,0.2258297
0,13,0.1428571,0.3571429,0.15,0.09761905
0,14,0.1935484,0.06451613,0.4,0.1978495
0,15,0.4137931,0.137931,0.4705882,0.2947938
0,16,0.2857143,0.05714286,0.07692308,0.1208791
0,17,0,0.4545455,0.05882353,0.01960784
0,18,0.25,0.25,0.3181818,0.1893939
0,19,0.3225806,0.1290323,0.3809524,0.234511
0,20,0.4324324,0.2162162,0.5714286,0.3346204
0,21,0.55,0.125,0.1578947,0.2359649
0,22,0.16,0.24,0.2631579,0.1410526
0,23,0.1428571,0.2857143,0.3809524,0.1746032
0,24,0.5263158,0.05263158,0.6666667,0.3976608
0,25,0.1666667,0.3333333,0.2352941,0.1339869
0,26,0.3030303,0.1515152,0.1363636,0.1464646
0,27,0.6,0.1,0.5555556,0.3851852
0,28,0.4848485,0.1212121,0.8333333,0.4393939
0,29,0,0.3103448,0.04347826,0.01449275
0,30,0.2857143,0.3214286,0.3125,0.1994048
0,31,0.1935484,0,0.3846154,0.1927213
0,32,0,0.2307692,0.1304348,0.04347826
0,33,0.2580645,0.1290323,0.4347826,0.230949
0,34,0.2,0.2,0.5909091,0.2636364
0,35,0.4186046,0.06976745,0.92,0.4462016
0,36,0.2580645,0.06451613,0.6666667,0.3082437
0,37,0,0.2285714,0.03333334,0.01111111
0,38,0.2702703,0.1621622,0.3846154,0.2182952
0,39,0.2068966,0.3448276,0.3888889,0.1985952
0,40,0.7058824,0.05882353,0.7142857,0.4733894
0,41,0.1290323,0.09677419,0.3461539,0.1583954
0,42,0.2352941,0.3235294,0.6363636,0.2905526
0,43,0.3157895,0.1842105,0.7916667,0.369152
0,44,0.2857143,0.2285714,0.3043478,0.1966874
0,45,0.5333334,0.1,0.125,0.2194445
0,46,0.125,0.125,0.7037037,0.2762346
0,47,0.2941177,0.1176471,0.3333333,0.2091503
0,48,0.2580645,0.06451613,0.5416667,0.2665771
0,49,0.3888889,0.1111111,0.3478261,0.2455717
0,50,0.3636364,0.2424242,0.5263158,0.2966507
0,51,0.368421,0.2105263,0.7391304,0.3691838
0,52,0,0.3461539,0.05,0.01666667
0,53,0.2857143,0.2285714,0.7727273,0.3528138
0,54,0.1428571,0.3928571,0.1052632,0.08270677
0,55,0.4324324,0.1891892,0.6,0.3441442
0,56,0.525,0.1,0.8,0.4416667
0,57,0.137931,0.06896552,0.76,0.2993103
0,58,0.2857143,0.2142857,0.1578947,0.1478697
0,59,0.1481481,0.1851852,0.2380952,0.1287478
0,60,0.2068966,0.3103448,0.1052632,0.1040532
0,61,0.1333333,0.3,0.09090909,0.07474748
0,62,0.2424242,0.06060606,0.03846154,0.0936286
0,63,0.125,0.125,0.5925926,0.2391975
0,64,0.3636364,0.06060606,0.04347826,0.1357049
0,65,0.2222222,0.2962963,0.3888889,0.2037037
0,66,0.1428571,0.5,0.2777778,0.1402116
0,67,0.2857143,0.08571429,0.36,0.2152381
0,68,0.2666667,0.06666667,0.2173913,0.1613527
0,69,0.5882353,0,0.1764706,0.254902
0,70,0.3870968,0.06451613,0.3809524,0.2560164
0,71,0.1333333,0.3666667,0.4761905,0.2031746
0,72,0.2424242,0.1212121,0.44,0.2274747
0,73,0,0.5,0.2105263,0.07017544
0,74,0.1111111,0.1666667,0.7,0.2703704
0,75,0,0.07142857,0.03703704,0.01234568
0,76,0.3448276,0.2413793,0.1764706,0.1737661
