Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,True * 1,False * 1,False * 1,False * 1,
0,0,0.1111111,0.1111111,0.7419355,0.3213859
0,1,0.1538462,0.3846154,0.4375,0.3253205
0,2,0,0.1785714,0.04,0.07285714
0,3,0.3333333,0.1111111,0.04,0.1614815
0,4,0,0.1724138,0.03846154,0.07029178
0,5,0.2777778,0.25,0.4347826,0.3208535
0,6,0.1666667,0.1666667,0.368421,0.2339181
0,7,0.5263158,0.05263158,0.8095238,0.4628237
0,8,0,0.3333333,0.04,0.1244444
0,9,0.4324324,0.1081081,0.2272727,0.2559378
0,10,0.1538462,0.1538462,0.2857143,0.1978022
0,11,0.3529412,0.1470588,0.7142857,0.4047619
0,12,0.1176471,0.3529412,0.88,0.4501961
0,13,0.4444444,0.3055556,0.1764706,0.3088235
0,14,0.368421,0.2105263,0.6190476,0.3993317
0,15,0.2105263,0.1052632,0.2333333,0.1830409
0,16,0.3030303,0,0.12,0.1410101
0,17,0.2758621,0.2068966,0.3157895,0.2661827
0,18,0.125,0.1875,0.2307692,0.1810897
0,19,0.25,0.1875,0.2727273,0.2367424
0,20,0.375,0.25,0.1111111,0.2453704
0,21,0.3870968,0.06451613,0.4,0.283871
0,22,0.3333333,0.3333333,0.4375,0.3680556
0,23,0.2631579,0.2105263,0.76,0.4112281
0,24,0.137931,0.1034483,0.375,0.2054598
0,25,0,0.3448276,0.04166667,0.1288314
0,26,0.1481481,0.3333333,0.1052632,0.1955816
0,27,0.2222222,0.07407407,0.2857143,0.1940035
0,28,0.4444444,0.1388889,0.8571429,0.4801587
0,29,0.5945946,0.05405406,0.368421,0.3390232
0,30,0,0.2592593,0.04347826,0.1009125
0,31,0.2285714,0.05714286,0.3214286,0.202381
0,32,0.3529412,0.1176471,0.5909091,0.3538324
0,33,0.4210526,0.07894737,0.3043478,0.2681159
0,34,0.4117647,0.05882353,0.5909091,0.3538324
0,35,0.6153846,0.1025641,0.2352941,0.3177476
