Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,True * 1,False * 1,False * 1,
0,0,0.4210526,0.131579,0.1304348,0.2276888
0,1,0.5517241,0.137931,0.5714286,0.4203613
0,2,0.4516129,0.06451613,0.5789474,0.3650255
0,3,0.125,0.125,0.5925926,0.2808642
0,4,0.125,0.1875,0.1153846,0.1426282
0,5,0,0.2857143,0.1304348,0.1387164
0,6,0.2439024,0.04878049,0.1875,0.160061
0,7,0.4444444,0.2777778,0.8888889,0.537037
0,8,0.137931,0.06896552,0.36,0.1889655
0,9,0.2142857,0.1428571,0.3809524,0.2460317
0,10,0.1538462,0.1923077,0.6,0.3153846
0,11,0.2,0.3666667,0.1052632,0.2239766
0,12,0.3529412,0.05882353,0.4166667,0.2761438
0,13,0,0.4333333,0.04347826,0.1589372
0,14,0.3783784,0.05405406,0.12,0.1841442
0,15,0.3783784,0.2702703,0.6315789,0.4267425
0,16,0.3333333,0.05555556,0.6,0.3296296
0,17,0.4444444,0.3611111,0.5333334,0.4462963
0,18,0.1333333,0.3666667,0.2857143,0.2619048
0,19,0.3783784,0.1621622,0.8695652,0.4700353
0,20,0,0.3461539,0.04761905,0.1312576
0,21,0.35,0.05,0.07142857,0.1571429
0,22,0.4117647,0.2352941,0.5789474,0.4086687
0,23,0.137931,0.3448276,0.0952381,0.1926656
0,24,0.2142857,0.2142857,0.05,0.1595238
0,25,0.2424242,0.09090909,0.28,0.2044445
0,26,0.2857143,0.1428571,0.4210526,0.283208
0,27,0.3125,0.1875,0.7142857,0.4047619
0,28,0,0.6086956,0.07142857,0.2267081
0,29,0.2758621,0.06896552,0.5454546,0.2967607
0,30,0.2,0.1666667,0.3181818,0.2282828
0,31,0.2666667,0.06666667,0.08695652,0.1400966
0,32,0.4444444,0.2222222,0.5263158,0.3976608
0,33,0.3888889,0.05555556,0.4166667,0.287037
0,34,0.3333333,0.1,0.4,0.2777778
0,35,0.2777778,0.1666667,0.08,0.1748148
