Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
True * 1,False * 1,False * 1,False * 1,False * 1,
0,0,0,0.3571429,0.04545455,0.01515152
0,1,0.137931,0.2758621,0.09090909,0.07628004
0,2,0,0.2758621,0.04,0.01333333
0,3,0.3888889,0.05555556,0.8333333,0.4074074
0,4,0.2424242,0.1818182,0.1666667,0.1363636
0,5,0.1212121,0.1818182,0.3703704,0.1638608
0,6,0,0.2647059,0.1724138,0.05747126
0,7,0.5789474,0.1052632,0.8888889,0.4892788
0,8,0,0.06060606,0.125,0.04166667
0,9,0.1176471,0.1764706,0.07142857,0.06302521
0,10,0,0.1666667,0.4242424,0.1414142
0,11,0.1142857,0.1142857,0.6,0.2380953
0,12,0.137931,0.2413793,0.3181818,0.1520376
0,13,0.5405405,0.1621622,0.7647059,0.4350821
0,14,0.2307692,0.2692308,0.1176471,0.1161388
0,15,0.1481481,0.07407407,0.04347826,0.06387547
0,16,0.137931,0.1724138,0.2173913,0.1184408
0,17,0.1176471,0.2647059,0.1923077,0.1033183
0,18,0.5,0.1944444,0.6111111,0.3703704
0,19,0.4,0.2285714,0.25,0.2166667
0,20,0.1875,0.3125,0.3809524,0.1894841
0,21,0.2777778,0.2222222,0.3913043,0.2230274
0,22,0,0.1818182,0.137931,0.04597701
0,23,0.3076923,0.1923077,0.5882353,0.2986425
0,24,0,0.5,0.04761905,0.01587302
0,25,0.4210526,0,0.76,0.3936842
0,26,0.4242424,0.3030303,0.25,0.2247475
0,27,0.4324324,0.1891892,0.4210526,0.284495
0,28,0.25,0.05,0.9677419,0.405914
0,29,0.2051282,0.1282051,0.8965517,0.3672267
0,30,0.2142857,0,0.2608696,0.1583851
0,31,0.4444444,0.1111111,0.0952381,0.1798942
0,32,0.4516129,0.1935484,0.1176471,0.1897533
0,33,0,0.2,0.1923077,0.06410257
0,34,0.25,0.375,0.5,0.25
0,35,0,0.4230769,0.15,0.05
0,36,0.2666667,0.2,0.2380952,0.168254
0,37,0.1428571,0.2857143,0.0952381,0.07936508
0,38,0.2857143,0.2285714,0.3913043,0.2256729
0,39,0.4375,0.1875,0.3333333,0.2569444
0,40,0.3448276,0.2758621,0.0625,0.1357759
0,41,0,0.1666667,0.3636364,0.1212121
0,42,0.3030303,0.06060606,0.08333334,0.1287879
0,43,0.368421,0.1842105,0.5,0.2894737
0,44,0,0.1428571,0.03846154,0.01282051
0,45,0,0.375,0.05555556,0.01851852
0,46,0.28125,0.0625,0.6521739,0.3111413
0,47,0.3076923,0.3076923,0.0625,0.1233974
0,48,0.3103448,0.2413793,0.4117647,0.2407032
0,49,0.375,0.15625,0.3157895,0.2302632
0,50,0.6111111,0.05555556,0.1111111,0.2407407
0,51,0.2352941,0.1176471,0.4615385,0.2322775
0,52,0.3333333,0.05555556,0.48,0.2711111
0,53,0.3448276,0.06896552,0.35,0.2316092
0,54,0.4117647,0,0.6956522,0.369139
0,55,0.1212121,0.2424242,0.1153846,0.07886558
0,56,0.137931,0.137931,0.08333334,0.07375479
0,57,0,0.25,0.04761905,0.01587302
0,58,0.1428571,0.25,0.1428571,0.0952381
0,59,0,0.25,0.2857143,0.0952381
0,60,0.1333333,0.2666667,0.3478261,0.1603865
0,61,0.1212121,0.3333333,0.08333334,0.06818182
0,62,0.6857143,0,0.3125,0.3327381
0,63,0.4117647,0,0.4782609,0.2966752
0,64,0.2962963,0.4444444,0.4,0.2320988
0,65,0.3636364,0.2424242,0.05,0.1378788
0,66,0.2352941,0.1176471,0.3461539,0.193816
0,67,0.4324324,0.1621622,0.6190476,0.3504934
0,68,0.1333333,0.1333333,0.16,0.09777778
0,69,0.2307692,0.1538462,0.05263158,0.09446694
0,70,0,0.173913,0.1904762,0.06349207
0,71,0.1333333,0.3,0.1363636,0.089899
0,72,0.1176471,0.2352941,0.1153846,0.07767723
0,73,0,0.08,0.04166667,0.01388889
0,74,0.25,0.0625,0.04,0.09666666
0,75,0.2857143,0,0.9259259,0.4038801
0,76,0,0.3076923,0.05,0.01666667
0,77,0.2285714,0.05714286,0.2857143,0.1714286
0,78,0.2666667,0.2666667,0.25,0.1722222
