Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,0,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,False * 1,False * 1,True * 1,
0,0,0.1428571,0.1428571,0.04347826,0.09316771
0,1,0.2857143,0.1714286,0.4583333,0.314881
0,2,0.1142857,0.05714286,0.09677419,0.07695852
0,3,0.5,0.05555556,0.0952381,0.07539683
0,4,0.2666667,0.06666667,0.3913043,0.2289855
0,5,0.4827586,0,0.05555556,0.02777778
0,6,0.4516129,0.1935484,0.1176471,0.1555977
0,7,0.125,0.3125,0.08333334,0.1979167
0,8,0,0.4583333,0.05555556,0.2569444
0,9,0.5348837,0.04651163,0.6086956,0.3276036
0,10,0.4,0.05714286,0.1304348,0.09378882
0,11,0.4242424,0.2424242,0.5,0.3712121
0,12,0.2285714,0.05714286,0.75,0.4035714
0,13,0.125,0.1875,0.07692308,0.1322115
0,14,0.3428572,0.2285714,0.2380952,0.2333333
0,15,0.25,0.25,0.1818182,0.2159091
0,16,0.2,0.2666667,0.3809524,0.3238095
0,17,0,0.16,0.04347826,0.1017391
0,18,0.2352941,0.1764706,0.72,0.4482353
0,19,0.3448276,0.06896552,0.5,0.2844827
0,20,0.125,0.15625,0.6538461,0.4050481
0,21,0,0.2916667,0.05,0.1708333
0,22,0.3076923,0.1923077,0.3529412,0.2726244
0,23,0.4444444,0.05555556,0.5454546,0.3005051
0,24,0.2857143,0.2285714,0.2608696,0.2447205
0,25,0.3783784,0.1621622,0.3181818,0.240172
0,26,0.3333333,0.06666667,0.2857143,0.1761905
0,27,0.4375,0.125,0.05263158,0.08881579
0,28,0.32,0.24,0.5625,0.40125
0,29,0.4571429,0.2285714,0.7777778,0.5031746
0,30,0.4,0.05714286,0.173913,0.115528
0,31,0.1875,0.28125,0.8636364,0.5724432
0,32,0.137931,0.137931,0.2083333,0.1731322
0,33,0.1935484,0.1935484,0.09090909,0.1422287
0,34,0.4242424,0.1818182,0.6842105,0.4330144
0,35,0.2105263,0.2894737,0.7307692,0.5101215
0,36,0.3333333,0.2,0.2631579,0.2315789
0,37,0.3030303,0.1212121,0.6086956,0.3649539
0,38,0.3225806,0.2580645,0.4736842,0.3658744
0,39,0.3870968,0.1290323,0.1,0.1145161
0,40,0.1481481,0.1481481,0.4545455,0.3013468
0,41,0.3243243,0,0.4285714,0.2142857
0,42,0.2352941,0.2941177,0.2173913,0.2557545
0,43,0.2758621,0.137931,0.2857143,0.2118227
0,44,0,0.173913,0.04761905,0.110766
0,45,0.3125,0.125,0.04545455,0.08522727
0,46,0.2068966,0.2413793,0.75,0.4956897
0,47,0.3714286,0.05714286,0.5652174,0.3111801
