Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,Fitness_SumOfFitnessScore
Weight,-->,1,0,0,0,0,0,0,
MAX[1/ 1/ 1/ 0/ 0],min[1/ 1/ 4/ 1/ 1],,,,,,,,
0,0,0.3125,0.25,0.125,0,0.08333334,0,0,0.1979167
0,1,0.125,0.3611111,0,0,0.0625,0,0,0.09375
0,2,0.46875,0,0,1,0.0625,0,0,0.265625
0,3,0.125,0.25,0,0,0,0,0,0.0625
0,4,0.09375,0.25,0,0,0,0,0,0.046875
0,5,0.34375,0.25,0,0,0,0.6666667,0,0.171875
0,6,0.15625,0.25,0,0,0,0,0,0.078125
0,7,0.34375,0.3611111,0.375,0,0.08333334,0,0.1666667,0.2135417
0,8,0.40625,0,0.125,0,0.1666667,0,0,0.2864583
0,9,0.40625,0.25,0.25,0,0.08333334,0.25,0.2857143,0.2447917
0,10,0.1875,0.4166667,0,0,0,0,0,0.09375
0,11,0.4375,0,0.125,0,0,0,0.1428571,0.21875
0,12,0.40625,0.25,0,0,0.08333334,0,0,0.2447917
0,13,0.34375,0,0.125,0,0,0,0,0.171875
0,14,0.40625,0.3611111,0.375,0,0,0.6666667,0.1666667,0.203125
0,15,0.0625,0.25,0,0,0,0,0,0.03125
0,16,0.3125,0.3611111,0.125,0,0,0,0,0.15625
0,17,0.125,0,0,0,0,0,0,0.0625
0,18,0.4375,0,0.25,0,0.2916667,0,0.04761905,0.3645833
0,19,0.09375,0,0,0,0,0,0,0.046875
0,20,0.34375,0.4722222,0.375,0,0.09375,0,0,0.21875
0,21,0.34375,0,0,0,0.1666667,0,0,0.2552083
0,22,0.3125,0,0.125,0,0.08333334,0,0,0.1979167
0,23,0.0625,0.25,0,0,0,0,0,0.03125
0,24,0.375,0.1111111,0,1,0,0,0,0.1875
0,25,0.40625,0,0.125,0,0.2083333,0,0.1428571,0.3072917
0,26,0.375,0,0.125,0,0,0,0,0.1875
0,27,0.1875,0,0.125,0,0,0,0,0.09375
0,28,0.375,0,0.25,0,0.1666667,0,0.0952381,0.2708333
0,29,0.40625,0,0.125,0,0,0,0,0.203125
0,30,0.4375,0.25,0,0,0.1666667,0.75,0,0.3020833
0,31,0.40625,0,0.625,0,0,0,0.02380952,0.203125
0,32,0.40625,0,0,1,0.08333334,0,0,0.2447917
0,33,0.0625,0.25,0,0,0.125,0,0,0.09375
0,34,0.28125,0,0.375,0,0.08333334,0,0,0.1822917
0,35,0.125,0.25,0,0,0,0,0,0.0625
0,36,0.3125,0.25,0.125,0,0,0,0,0.15625
0,37,0.28125,0,0,0,0,0,0,0.140625
0,38,0.28125,0,0.125,0,0.08333334,0,0,0.1822917
0,39,0.375,0,0.25,1,0,0,0,0.1875
0,40,0.34375,0.25,0.25,0,0,0,0,0.171875
0,41,0.375,0,0.375,0,0,0,0,0.1875
0,42,0.125,0,0,1,0,0,0,0.0625
0,43,0.375,0,0.375,0,0,0,0.04761905,0.1875
0,44,0.0625,0.25,0,0,0,0,0,0.03125
0,45,0.0625,0,0,0,0.04166667,0,0,0.05208334
