Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,0,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,True * 1,False * 1,False * 1,False * 1,
0,0,0,0.2608696,0.05,0.1036232
0,1,0.2580645,0.1935484,0.6818182,0.2917888
0,2,0,0.2307692,0.04347826,0.09141583
0,3,0.3125,0,0.875,0.2916667
0,4,0.4137931,0.06896552,0.368421,0.1457955
0,5,0.375,0.1875,0.4,0.1958333
0,6,0,0.2857143,0.04166667,0.109127
0,7,0.2285714,0.05714286,0.8571429,0.3047619
0,8,0.2666667,0.1333333,0.2272727,0.120202
0,9,0.2941177,0.3235294,0.7368421,0.3534572
0,10,0.2285714,0.1142857,0.07407407,0.06278659
0,11,0.1333333,0.3,0.2272727,0.1757576
0,12,0.4,0.05714286,0.7826087,0.2799172
0,13,0.4705882,0.1764706,0.6666667,0.2810458
0,14,0.1481481,0.1481481,0.4090909,0.1857464
0,15,0.4571429,0.1714286,0.7894737,0.3203008
0,16,0.2142857,0.1428571,0.1428571,0.0952381
0,17,0.3428572,0.05714286,0.44,0.1657143
0,18,0,0,0.5,0.1666667
0,19,0.4571429,0.05714286,0.8095238,0.2888889
0,20,0.3225806,0.1612903,0.4,0.1870968
0,21,0.4,0.1142857,0.3636364,0.1593074
0,22,0.2647059,0.1176471,0.5,0.2058824
0,23,0.3902439,0.07317073,0.8076923,0.293621
0,24,0.3636364,0.2121212,0.4,0.2040404
0,25,0.2285714,0.2285714,0.25,0.1595238
0,26,0.4285714,0.2857143,0.4615385,0.2490842
0,27,0.2647059,0.1470588,0.3043478,0.1504689
0,28,0.1290323,0.1290323,0.03846154,0.05583126
0,29,0.5,0.05,0.5652174,0.2050725
0,30,0.2857143,0.2857143,0.5909091,0.2922078
0,31,0.4736842,0.1578947,0.55,0.2359649
0,32,0.5454546,0.06060606,0.5294118,0.1966726
0,33,0.25,0.25,0.6363636,0.2954545
0,34,0.25,0.125,0.2083333,0.1111111
0,35,0,0.5357143,0.1578947,0.231203
0,36,0.3529412,0.05882353,0.125,0.06127451
0,37,0.2857143,0.1428571,0.1666667,0.1031746
0,38,0,0.4285714,0.04761905,0.1587302
0,39,0.2857143,0,0.1818182,0.06060606
0,40,0.3461539,0.2307692,0.2,0.1435897
0,41,0.2666667,0.06666667,0.09090909,0.05252526
0,42,0.3030303,0.06060606,0.8333333,0.2979798
0,43,0.2758621,0,0.4782609,0.1594203
0,44,0.2666667,0.2333333,0.1,0.1111111
0,45,0.1818182,0.1818182,0.48,0.2206061
0,46,0,0.06060606,0.28125,0.113952
0,47,0.3076923,0.1923077,0.2352941,0.1425339
0,48,0.25,0.1875,0.5652174,0.2509058
