Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,1,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,True * 1,False * 1,False * 1,False * 1,
0,0,0.3870968,0.1290323,0.4736842,0.3299378
0,1,0.4848485,0.1818182,0.1764706,0.2810458
0,2,0,0.1764706,0.03225806,0.06957622
0,3,0.2564103,0.1282051,0.9642857,0.4496337
0,4,0.1481481,0.2222222,0.1428571,0.1710758
0,5,0.1764706,0.2352941,0.68,0.3639216
0,6,0.2666667,0.2666667,0.2631579,0.2654971
0,7,0.1290323,0.2903226,0.173913,0.197756
0,8,0.137931,0.2068966,0.5217391,0.2888556
0,9,0.5,0.1785714,0.1428571,0.2738095
0,10,0.3125,0.125,0.09090909,0.1761364
0,11,0.2,0.2333333,0.2380952,0.2238095
0,12,0.1935484,0.1290323,0.25,0.1908602
0,13,0.2857143,0,0.2727273,0.1861472
0,14,0,0.4074074,0.04761905,0.1516755
0,15,0.1818182,0.2424242,0.3333333,0.2525253
0,16,0.2777778,0.1111111,0.8846154,0.4245014
0,17,0.46875,0,0.3157895,0.2615131
0,18,0.125,0.0625,0.2857143,0.1577381
0,19,0.1538462,0.07692308,0.4090909,0.2132867
0,20,0.2857143,0.1142857,0.48,0.2933333
0,21,0.3529412,0.1470588,0.1363636,0.2121212
0,22,0.2962963,0.2222222,0.4444444,0.3209876
0,23,0.5,0,0.5,0.3333333
0,24,0.2857143,0.2285714,0.6086956,0.3743271
0,25,0.32,0.16,0.3529412,0.277647
0,26,0.4571429,0.2,0.3333333,0.3301587
0,27,0.2,0.1666667,0.6363636,0.3343434
0,28,0.3333333,0.2,0.1578947,0.2304094
0,29,0,0.2413793,0.4,0.2137931
0,30,0.2307692,0.07692308,0.35,0.2192308
0,31,0.4444444,0.05555556,0.9130435,0.4710145
0,32,0.137931,0.2413793,0.04545455,0.1415883
0,33,0.6060606,0.1212121,0.6666667,0.4646465
0,34,0.2162162,0.2702703,0.1153846,0.2006237
0,35,0.4705882,0.2058824,0.875,0.5171568
0,36,0.4324324,0,0.875,0.4358108
