Generation,ChromosomeIndex,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,Fitness_SumOfFitnessScore
Weight,-->,1,0,1,
Tactic_Bait,Tactic_Ambush,Tactic_TwoProngedAttack,Tactic_Defense,Tactic_Clash,
False * 1,False * 1,True * 1,False * 1,False * 1,
0,0,0.2702703,0.1081081,0.8518519,0.3740407
0,1,0.1176471,0.1176471,0.2758621,0.1311697
0,2,0,0.5217391,0.0625,0.02083333
0,3,0.35,0.175,0.8,0.3833333
0,4,0.4,0,0.375,0.2583333
0,5,0.2727273,0.1515152,0.3181818,0.1969697
0,6,0.3888889,0.1111111,0.2608696,0.2165862
0,7,0,0.2580645,0.03703704,0.01234568
0,8,0.1428571,0.2857143,0.3333333,0.1587302
0,9,0.3333333,0.1333333,0.1,0.1444445
0,10,0.1428571,0.1428571,0.3043478,0.1490683
0,11,0.2702703,0.2432432,0.08333334,0.1178679
0,12,0.368421,0,0.8076923,0.3920378
0,13,0.25,0.15625,0.3043478,0.1847826
0,14,0.2857143,0.2142857,0.2631579,0.1829574
0,15,0.4634146,0.1463415,0.3636364,0.2756837
0,16,0.1212121,0.2424242,0.6923077,0.2711733
0,17,0.3125,0.1875,0.5,0.2708333
0,18,0.375,0.0625,0.2272727,0.2007576
0,19,0.2142857,0.07142857,0.09090909,0.1017316
0,20,0,0.5666667,0.5,0.1666667
0,21,0.4848485,0.06060606,0.5789474,0.3545986
0,22,0.3225806,0.1290323,0.1428571,0.1551459
0,23,0.25,0.225,0.3703704,0.2067901
0,24,0,0.4642857,0.05,0.01666667
0,25,0.3030303,0.2121212,0.3333333,0.2121212
0,26,0.3428572,0.1428571,0.1818182,0.1748918
0,27,0.4137931,0.137931,0.1111111,0.1749681
0,28,0.1176471,0.1176471,0.2413793,0.1196755
0,29,0.1481481,0.2962963,0.25,0.132716
0,30,0.2352941,0.1176471,0.3461539,0.193816
0,31,0.3636364,0.3030303,0.1052632,0.1562998
0,32,0.3333333,0.06666667,0.4285714,0.2539683
0,33,0.2424242,0.1212121,0.16,0.1341414
0,34,0.55,0.15,0.9473684,0.4991228
0,35,0.2941177,0.2941177,0.75,0.3480392
0,36,0.2222222,0.25,0.8,0.3407407
0,37,0.5294118,0,0.8421053,0.4571724
0,38,0.137931,0.2413793,0.3181818,0.1520376
0,39,0.1428571,0.3214286,0.55,0.2309524
0,40,0.4324324,0.1081081,0.4090909,0.2805078
0,41,0.4137931,0.137931,0.3529412,0.2555781
0,42,0.2352941,0.2352941,0.5833333,0.2728758
0,43,0.1290323,0.2580645,0.8333333,0.3207885
0,44,0.2777778,0.2222222,0.1666667,0.1481481
0,45,0,0.36,0.05263158,0.01754386
0,46,0.7,0,0.8823529,0.527451
0,47,0,0.4814815,0.05263158,0.01754386
0,48,0.4705882,0.1470588,0.5555556,0.3420479
0,49,0.1875,0.21875,0.2173913,0.1349638
0,50,0.4117647,0.1176471,0.6190476,0.3436041
0,51,0.3529412,0,0.12,0.1576471
0,52,0.4516129,0.1935484,0.4117647,0.2877925
0,53,0.3157895,0.1052632,0.7692308,0.3616734
0,54,0.1142857,0.3142857,0.48,0.1980952
0,55,0.1212121,0.1212121,0.07142857,0.06421357
0,56,0.5,0.1052632,0.8,0.4333333
0,57,0.25,0.1875,0.173913,0.1413043
0,58,0.1212121,0,0.4,0.1737374
0,59,0.1666667,0.1666667,0.2631579,0.1432749
0,60,0.5806451,0.06451613,0.3125,0.297715
0,61,0.2758621,0.06896552,0.09090909,0.1222571
0,62,0.1875,0.25,0.6956522,0.2943841
0,63,0.3571429,0,0.65,0.3357143
0,64,0,0.28125,0.3703704,0.1234568
0,65,0.5142857,0.2285714,0.6470588,0.3871149
0,66,0.4571429,0.05714286,0.5714286,0.3428572
0,67,0.4324324,0.2702703,1,0.4774775
0,68,0.2608696,0,0.1111111,0.1239936
0,69,0.4210526,0.1052632,0.5652174,0.3287567
0,70,0.55,0,0.1818182,0.2439394
0,71,0.4705882,0.05882353,0.9,0.4568627
0,72,0,0.07692308,0.04,0.01333333
0,73,0.2941177,0.2352941,0.1363636,0.1434938
0,74,0.1818182,0.2727273,0.1428571,0.1082251
0,75,0,0.2380952,0.05555556,0.01851852
0,76,0.1142857,0.1714286,0.1034483,0.072578
0,77,0.16,0.16,0.2,0.12
0,78,0.173913,0.2173913,0.05882353,0.07757886
